timestamp,buyer,seller,symbol,currency,price,quantity,day,mark_side,counterparty,signed_qty,product,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,top_depth,price_vs_mid,price_vs_bid,price_vs_ask,book_relation,liquidity_proxy,side_sign,future_mid_t10,future_mid_t50,future_mid_t200,future_mid_t500,signed_mid_move_t10,edge_vs_trade_t10,signed_mid_move_t50,edge_vs_trade_t50,signed_mid_move_t200,edge_vs_trade_t200,signed_mid_move_t500,edge_vs_trade_t500,spread_pctile_in_product_day,top_depth_pctile_in_product_day
564900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5233.0,6,2,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5233,16,5238,66,5235.5,5,82,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5234.5,5234.5,5235.5,5237.0,1.0,-1.5,1.0,-1.5,-0.0,-2.5,-1.5,-4.0,0.8155,0.6149
566100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5233.0,3,2,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5233,21,5238,21,5235.5,5,42,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5232.5,5232.5,5232.5,5231.5,3.0,0.5,3.0,0.5,3.0,0.5,4.0,1.5,0.8155,0.1844
566300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5235.0,5,2,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5230,15,5235,49,5232.5,5,64,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5232.5,5232.5,5233.0,5231.5,0.0,-2.5,0.0,-2.5,0.5,-2.0,-1.0,-3.5,0.8155,0.302
569800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5225.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5225,56,5231,56,5228.0,6,112,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5228.5,5228.5,5229.5,5229.5,-0.5,-3.5,-0.5,-3.5,-1.5,-4.5,-1.5,-4.5,1.0,0.879
573500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5232,69,5237,23,5234.5,5,92,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5235.5,5235.5,5234.5,5234.5,-1.0,-3.5,-1.0,-3.5,-0.0,-2.5,-0.0,-2.5,0.8155,0.7762
573700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5237.0,3,2,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5232,18,5237,65,5234.5,5,83,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5235.0,5235.0,5235.5,5233.5,0.5,-2.0,0.5,-2.0,1.0,-1.5,-1.0,-3.5,0.8155,0.6355
576500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5225.0,7,2,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5225,21,5230,21,5227.5,5,42,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5226.5,5226.5,5226.5,5225.5,1.0,-1.5,1.0,-1.5,1.0,-1.5,2.0,-0.5,0.8155,0.1844
577700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5223.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5223,18,5228,63,5225.5,5,81,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5223.5,5223.5,5223.5,5225.5,2.0,-0.5,2.0,-0.5,2.0,-0.5,-0.0,-2.5,0.8155,0.5935
578300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5223.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5223,19,5228,19,5225.5,5,38,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5225.0,5225.0,5222.5,5220.0,0.5,-2.0,0.5,-2.0,3.0,0.5,5.5,3.0,0.8155,0.1425
587200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5214.0,6,2,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5209,51,5214,16,5211.5,5,67,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5212.5,5212.5,5211.5,5213.0,1.0,-1.5,1.0,-1.5,0.0,-2.5,1.5,-1.0,0.8155,0.3336
588400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5217.0,5,2,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5212,64,5217,20,5214.5,5,84,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5214.5,5214.5,5214.5,5217.0,0.0,-2.5,0.0,-2.5,0.0,-2.5,2.5,0.0,0.8155,0.6554
589400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5212.0,3,2,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5212,61,5218,61,5215.0,6,122,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5215.5,5215.5,5213.5,5212.5,-0.5,-3.5,-0.5,-3.5,1.5,-1.5,2.5,-0.5,1.0,0.9252
592000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5223.0,6,2,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5218,25,5223,74,5220.5,5,99,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5220.0,5220.0,5220.5,5221.5,-0.5,-3.0,-0.5,-3.0,0.0,-2.5,1.0,-1.5,0.8155,0.8241
604500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5245.0,7,2,buy,Mark 14,7,VELVETFRUIT_EXTRACT,5240,64,5245,17,5242.5,5,81,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5242.5,5242.5,5241.0,5241.5,0.0,-2.5,0.0,-2.5,-1.5,-4.0,-1.0,-3.5,0.8155,0.5935
608800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5255.0,3,2,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5250,20,5255,69,5252.5,5,89,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5252.5,5252.5,5251.5,5252.0,0.0,-2.5,0.0,-2.5,-1.0,-3.5,-0.5,-3.0,0.8155,0.7391
612300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5241,21,5246,21,5243.5,5,42,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5241.5,5241.5,5241.5,5242.5,2.0,-0.5,2.0,-0.5,2.0,-0.5,1.0,-1.5,0.8155,0.1844
616700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5237.0,4,2,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5232,70,5237,20,5234.5,5,90,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5234.5,5234.5,5234.5,5234.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,0.8155,0.7527
617200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5237.0,6,2,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5232,22,5237,71,5234.5,5,93,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5234.0,5234.0,5235.5,5234.5,-0.5,-3.0,-0.5,-3.0,1.0,-1.5,0.0,-2.5,0.8155,0.7845
620800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5234.0,4,2,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5229,20,5234,20,5231.5,5,40,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5230.5,5230.5,5229.5,5229.0,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,-2.5,-5.0,0.8155,0.1632
626300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5,2,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5243,55,5248,18,5245.5,5,73,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5244.5,5244.5,5244.5,5243.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,0.8155,0.4217
627400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5246.0,7,2,buy,Mark 14,7,VELVETFRUIT_EXTRACT,5241,25,5246,25,5243.5,5,50,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5244.5,5244.5,5246.5,5247.5,1.0,-1.5,1.0,-1.5,3.0,0.5,4.0,1.5,0.8155,0.2722
629200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5243,59,5249,59,5246.0,6,118,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5244.5,5244.5,5243.5,5244.5,1.5,-1.5,1.5,-1.5,2.5,-0.5,1.5,-1.5,1.0,0.9065
634400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5245.0,5,2,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5239,67,5245,67,5242.0,6,134,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5243.5,5243.5,5244.5,5244.5,1.5,-1.5,1.5,-1.5,2.5,-0.5,2.5,-0.5,1.0,0.9742
641500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5,2,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5243,73,5248,25,5245.5,5,98,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5244.0,5244.0,5244.0,5245.5,-1.5,-4.0,-1.5,-4.0,-1.5,-4.0,0.0,-2.5,0.8155,0.8217
643000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,6,2,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5239,18,5244,49,5241.5,5,67,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5243.5,5243.5,5244.0,5242.5,-2.0,-4.5,-2.0,-4.5,-2.5,-5.0,-1.0,-3.5,0.8155,0.3336
650200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5246.0,6,2,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5241,18,5246,66,5243.5,5,84,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5243.0,5243.0,5243.5,5243.5,-0.5,-3.0,-0.5,-3.0,0.0,-2.5,0.0,-2.5,0.8155,0.6554
651300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5247.0,8,2,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5242,20,5247,50,5244.5,5,70,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5244.0,5244.0,5246.5,5244.5,-0.5,-3.0,-0.5,-3.0,2.0,-0.5,0.0,-2.5,0.8155,0.3696
653800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5252.0,5,2,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5247,19,5252,19,5249.5,5,38,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5249.5,5249.5,5250.5,5251.5,0.0,-2.5,0.0,-2.5,1.0,-1.5,2.0,-0.5,0.8155,0.1425
658300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5249.0,3,2,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5249,16,5254,65,5251.5,5,81,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5250.5,5250.5,5251.5,5250.5,1.0,-1.5,1.0,-1.5,-0.0,-2.5,1.0,-1.5,0.8155,0.5935
659800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5256.0,6,2,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5256,56,5258,7,5257.0,2,63,-1.0,0.0,-2.0,at_bid,taker_proxy,-1.0,5257.5,5257.5,5257.5,5257.5,-0.5,-1.5,-0.5,-1.5,-0.5,-1.5,-0.5,-1.5,0.04,0.2941
662600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5251.0,6,2,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5245,60,5251,60,5248.0,6,120,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5248.5,5248.5,5249.0,5248.0,0.5,-2.5,0.5,-2.5,1.0,-2.0,0.0,-3.0,1.0,0.9156
667800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5262.0,5,2,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5257,16,5262,59,5259.5,5,75,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5262.0,5262.0,5260.5,5260.5,2.5,0.0,2.5,0.0,1.0,-1.5,1.0,-1.5,0.8155,0.4604
672600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5271.0,3,2,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5266,22,5271,22,5268.5,5,44,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5270.5,5270.5,5270.0,5274.5,2.0,-0.5,2.0,-0.5,1.5,-1.0,6.0,3.5,0.8155,0.2058
673000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5270.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5270,58,5276,58,5273.0,6,116,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5274.5,5274.5,5273.5,5272.5,-1.5,-4.5,-1.5,-4.5,-0.5,-3.5,0.5,-2.5,1.0,0.8972
673600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5275.0,6,2,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5270,18,5275,52,5272.5,5,70,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5270.5,5270.5,5270.5,5272.5,-2.0,-4.5,-2.0,-4.5,-2.0,-4.5,0.0,-2.5,0.8155,0.3696
675600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5272.0,7,2,buy,Mark 14,7,VELVETFRUIT_EXTRACT,5267,67,5272,17,5269.5,5,84,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5269.5,5269.5,5267.5,5269.5,0.0,-2.5,0.0,-2.5,-2.0,-4.5,0.0,-2.5,0.8155,0.6554
682800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5283.0,6,2,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5278,63,5283,24,5280.5,5,87,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5280.0,5280.0,5280.5,5280.5,-0.5,-3.0,-0.5,-3.0,0.0,-2.5,0.0,-2.5,0.8155,0.7093
683900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5283.0,3,2,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5278,21,5283,56,5280.5,5,77,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5281.5,5281.5,5281.5,5277.5,1.0,-1.5,1.0,-1.5,1.0,-1.5,-3.0,-5.5,0.8155,0.5023
684500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5273.0,7,2,sell,Mark 01,-7,VELVETFRUIT_EXTRACT,5273,59,5278,22,5275.5,5,81,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5275.5,5275.5,5274.5,5274.5,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,1.0,-1.5,0.8155,0.5935
686400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5274.0,8,2,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5274,60,5279,19,5276.5,5,79,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5274.5,5274.5,5274.5,5274.5,2.0,-0.5,2.0,-0.5,2.0,-0.5,2.0,-0.5,0.8155,0.545
687700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5269.0,7,2,sell,Mark 01,-7,VELVETFRUIT_EXTRACT,5269,66,5271,5,5270.0,2,71,-1.0,0.0,-2.0,at_bid,taker_proxy,-1.0,5271.5,5271.5,5271.5,5272.5,-1.5,-2.5,-1.5,-2.5,-1.5,-2.5,-2.5,-3.5,0.04,0.3863
688500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5272.0,3,2,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5272,63,5277,23,5274.5,5,86,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5274.5,5274.5,5275.5,5275.5,-0.0,-2.5,-0.0,-2.5,-1.0,-3.5,-1.0,-3.5,0.8155,0.6904
690600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5275.0,5,2,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5270,22,5275,22,5272.5,5,44,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5272.0,5272.0,5273.5,5271.5,-0.5,-3.0,-0.5,-3.0,1.0,-1.5,-1.0,-3.5,0.8155,0.2058
691200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5271.0,7,2,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5271,24,5276,63,5273.5,5,87,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5271.0,5271.0,5273.5,5268.0,2.5,-0.0,2.5,-0.0,-0.0,-2.5,5.5,3.0,0.8155,0.7093
692100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5272.0,8,2,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5267,20,5272,20,5269.5,5,40,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5269.5,5269.5,5268.5,5269.5,0.0,-2.5,0.0,-2.5,-1.0,-3.5,0.0,-2.5,0.8155,0.1632
692500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5268.0,6,2,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5268,59,5273,19,5270.5,5,78,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5269.5,5269.5,5270.5,5273.5,1.0,-1.5,1.0,-1.5,-0.0,-2.5,-3.0,-5.5,0.8155,0.5249
693900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5271.0,3,2,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5266,62,5271,25,5268.5,5,87,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5269.0,5269.0,5267.5,5268.5,0.5,-2.0,0.5,-2.0,-1.0,-3.5,0.0,-2.5,0.8155,0.7093
694400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5271.0,3,2,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5266,56,5271,17,5268.5,5,73,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5268.0,5268.0,5267.0,5268.5,-0.5,-3.0,-0.5,-3.0,-1.5,-4.0,0.0,-2.5,0.8155,0.4217
701000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5263.0,4,2,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5263,17,5268,63,5265.5,5,80,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5265.5,5265.5,5267.5,5263.5,-0.0,-2.5,-0.0,-2.5,-2.0,-4.5,2.0,-0.5,0.8155,0.5702
702100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5265.0,5,2,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5260,19,5265,19,5262.5,5,38,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5262.5,5262.5,5262.5,5263.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,1.0,-1.5,0.8155,0.1425
702200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5260.0,3,2,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5260,16,5265,60,5262.5,5,76,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5262.5,5262.5,5262.5,5263.0,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-0.5,-3.0,0.8155,0.4817
704600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5265.0,8,2,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5260,25,5265,58,5262.5,5,83,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5264.5,5264.5,5264.5,5264.5,2.0,-0.5,2.0,-0.5,2.0,-0.5,2.0,-0.5,0.8155,0.6355
705100,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5267.0,7,2,buy,Mark 01,7,VELVETFRUIT_EXTRACT,5262,25,5267,74,5264.5,5,99,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5262.5,5262.5,5263.5,5263.5,-2.0,-4.5,-2.0,-4.5,-1.0,-3.5,-1.0,-3.5,0.8155,0.8241
705700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5261.0,4,2,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5261,62,5266,24,5263.5,5,86,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5263.5,5263.5,5263.5,5262.0,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,1.5,-1.0,0.8155,0.6904
713000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5255.0,8,2,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5250,22,5255,69,5252.5,5,91,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5250.5,5250.5,5251.5,5252.5,-2.0,-4.5,-2.0,-4.5,-1.0,-3.5,0.0,-2.5,0.8155,0.7641
721200,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,3,2,sell,Mark 49,-3,VELVETFRUIT_EXTRACT,5239,14,5242,70,5240.5,3,84,-1.5,0.0,-3.0,at_bid,taker_proxy,-1.0,5240.0,5240.0,5239.5,5239.5,0.5,-1.0,0.5,-1.0,1.0,-0.5,1.0,-0.5,0.0744,0.6554
722300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5242.0,4,2,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5237,21,5242,58,5239.5,5,79,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5238.5,5238.5,5238.5,5239.0,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-0.5,-3.0,0.8155,0.545
726100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5231.0,5,2,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5231,20,5236,68,5233.5,5,88,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5232.5,5232.5,5231.0,5230.0,1.0,-1.5,1.0,-1.5,2.5,-0.0,3.5,1.0,0.8155,0.7253
730300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5223.0,5,2,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5223,18,5228,59,5225.5,5,77,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5224.0,5224.0,5223.5,5225.5,1.5,-1.0,1.5,-1.0,2.0,-0.5,-0.0,-2.5,0.8155,0.5023
735100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5227.0,3,2,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5227,16,5232,58,5229.5,5,74,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5229.0,5229.0,5229.5,5229.5,0.5,-2.0,0.5,-2.0,-0.0,-2.5,-0.0,-2.5,0.8155,0.44
737500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5226.0,3,2,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5221,62,5226,25,5223.5,5,87,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5224.0,5224.0,5222.5,5222.5,0.5,-2.0,0.5,-2.0,-1.0,-3.5,-1.0,-3.5,0.8155,0.7093
737600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5221.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5221,65,5227,65,5224.0,6,130,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5222.5,5222.5,5222.5,5223.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,0.5,-2.5,1.0,0.9592
738000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5220.0,8,2,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5220,63,5225,18,5222.5,5,81,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5223.5,5223.5,5223.5,5219.0,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,3.5,1.0,0.8155,0.5935
738500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5216.0,4,2,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5216,61,5222,61,5219.0,6,122,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5218.5,5218.5,5217.5,5219.5,0.5,-2.5,0.5,-2.5,1.5,-1.5,-0.5,-3.5,1.0,0.9252
738800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5215.0,3,2,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5215,65,5220,15,5217.5,5,80,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5217.5,5217.5,5219.5,5218.5,-0.0,-2.5,-0.0,-2.5,-2.0,-4.5,-1.0,-3.5,0.8155,0.5702
739900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5217.0,4,2,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5212,75,5217,25,5214.5,5,100,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5213.5,5213.5,5213.5,5213.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,0.8155,0.8322
740300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5216.0,7,2,buy,Mark 14,7,VELVETFRUIT_EXTRACT,5214,14,5216,18,5215.0,2,32,1.0,2.0,0.0,at_ask,taker_proxy,1.0,5213.5,5213.5,5212.5,5211.5,-1.5,-2.5,-1.5,-2.5,-2.5,-3.5,-3.5,-4.5,0.04,0.0728
742000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5213.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5213,16,5218,16,5215.5,5,32,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5214.5,5214.5,5215.5,5213.5,1.0,-1.5,1.0,-1.5,-0.0,-2.5,2.0,-0.5,0.8155,0.0728
751300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5211.0,5,2,sell,Mark 01,-5,VELVETFRUIT_EXTRACT,5211,68,5216,25,5213.5,5,93,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5214.5,5214.5,5215.5,5215.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,-2.0,-4.5,0.8155,0.7845
756000,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5225.0,7,2,sell,Mark 49,-7,VELVETFRUIT_EXTRACT,5225,10,5227,23,5226.0,2,33,-1.0,0.0,-2.0,at_bid,taker_proxy,-1.0,5223.5,5223.5,5224.5,5221.5,2.5,1.5,2.5,1.5,1.5,0.5,4.5,3.5,0.04,0.075
758100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5213.0,8,2,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5213,18,5218,68,5215.5,5,86,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5215.5,5215.5,5215.5,5215.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,0.8155,0.6904
