timestamp,buyer,seller,symbol,currency,price,quantity,day,side,counterparty,bid_price_1,ask_price_1,mid_price,spread,bid_depth_3,ask_depth_3,total_depth_3,px_minus_mid,mark_price_adv_vs_mid,px_vs_bid,px_vs_ask,at_or_through_best,inside_spread,future_mid_t10,markout_trade_t10,markout_mid_t10,future_mid_t50,markout_trade_t50,markout_mid_t50,future_mid_t200,markout_trade_t200,markout_mid_t200,future_mid_t500,markout_trade_t500,markout_mid_t500
548500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9963.0,6,2,sell,Mark 14,9963,9979,9971.0,16,39.0,39.0,78.0,-8.0,-8.0,0.0,-16.0,True,False,9972.0,-9.0,-1.0,9972.0,-9.0,-1.0,9973.0,-10.0,-2.0,9974.0,-11.0,-3.0
553400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9968.0,2,2,buy,Mark 14,9952,9968,9960.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,9960.0,-8.0,0.0,9960.0,-8.0,0.0,9961.0,-7.0,1.0,9959.0,-9.0,-1.0
556000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9976.0,5,2,buy,Mark 14,9960,9976,9968.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,9968.0,-8.0,0.0,9968.0,-8.0,0.0,9967.0,-9.0,-1.0,9970.0,-6.0,2.0
556100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9976.0,5,2,buy,Mark 14,9960,9976,9968.0,16,32.0,32.0,64.0,8.0,-8.0,16.0,0.0,True,False,9967.0,-9.0,-1.0,9967.0,-9.0,-1.0,9969.0,-7.0,1.0,9973.0,-3.0,5.0
561000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9996.0,4,2,buy,Mark 14,9980,9996,9988.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,9990.0,-6.0,2.0,9990.0,-6.0,2.0,9989.0,-7.0,1.0,9987.0,-9.0,-1.0
563200,Mark 14,Mark 38,VEV_4000,XIRECS,1229.0,3,2,sell,Mark 14,1229,1249,1239.0,20,42.0,42.0,84.0,-10.0,-10.0,0.0,-20.0,True,False,1238.0,-9.0,1.0,1238.0,-9.0,1.0,1238.5,-9.5,0.5,1236.0,-7.0,3.0
563700,Mark 38,Mark 14,VEV_4000,XIRECS,1246.0,1,2,buy,Mark 14,1226,1246,1236.0,20,40.0,40.0,80.0,10.0,-10.0,20.0,0.0,True,False,1236.0,-10.0,0.0,1236.0,-10.0,0.0,1236.5,-9.5,0.5,1237.5,-8.5,1.5
568500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9971.0,2,2,sell,Mark 14,9971,9987,9979.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,9979.0,-8.0,0.0,9979.0,-8.0,0.0,9978.0,-7.0,1.0,9976.0,-5.0,3.0
571300,Mark 14,Mark 38,VEV_4000,XIRECS,1219.0,3,2,sell,Mark 14,1219,1239,1229.0,20,45.0,45.0,90.0,-10.0,-10.0,0.0,-20.0,True,False,1229.5,-10.5,-0.5,1229.5,-10.5,-0.5,1232.5,-13.5,-3.5,1232.5,-13.5,-3.5
573500,Mark 14,Mark 38,VEV_4000,XIRECS,1224.0,2,2,sell,Mark 14,1224,1245,1234.5,21,29.0,29.0,58.0,-10.5,-10.5,0.0,-21.0,True,False,1235.5,-11.5,-1.0,1235.5,-11.5,-1.0,1234.5,-10.5,0.0,1234.5,-10.5,0.0
573800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9989.0,3,2,buy,Mark 14,9973,9989,9981.0,16,43.0,43.0,86.0,8.0,-8.0,16.0,0.0,True,False,9980.0,-9.0,-1.0,9980.0,-9.0,-1.0,9982.0,-7.0,1.0,9981.0,-8.0,0.0
574200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9988.0,6,2,buy,Mark 14,9972,9988,9980.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,9981.0,-7.0,1.0,9981.0,-7.0,1.0,9982.0,-6.0,2.0,9988.0,0.0,8.0
576700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10000.0,5,2,buy,Mark 14,9984,10000,9992.0,16,42.0,42.0,84.0,8.0,-8.0,16.0,0.0,True,False,9992.0,-8.0,0.0,9992.0,-8.0,0.0,9990.0,-10.0,-2.0,9987.0,-13.0,-5.0
578300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9992.0,6,2,buy,Mark 14,9977,9992,9984.5,15,39.0,39.0,78.0,7.5,-7.5,15.0,0.0,True,False,9978.5,-13.5,-6.0,9978.5,-13.5,-6.0,9982.5,-9.5,-2.0,9978.0,-14.0,-6.5
581600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10000.0,2,2,buy,Mark 14,9984,10000,9992.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,9991.0,-9.0,-1.0,9991.0,-9.0,-1.0,9991.0,-9.0,-1.0,9987.0,-13.0,-5.0
582600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9980.0,4,2,sell,Mark 14,9980,9996,9988.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,9987.0,-7.0,1.0,9987.0,-7.0,1.0,9984.0,-4.0,4.0,9988.0,-8.0,0.0
585200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10005.0,6,2,sell,Mark 14,10005,10021,10013.0,16,32.0,32.0,64.0,-8.0,-8.0,0.0,-16.0,True,False,10012.0,-7.0,1.0,10012.0,-7.0,1.0,10016.0,-11.0,-3.0,10016.0,-11.0,-3.0
587500,Mark 14,Mark 38,VEV_4000,XIRECS,1202.0,1,2,sell,Mark 14,1202,1223,1212.5,21,30.0,30.0,60.0,-10.5,-10.5,0.0,-21.0,True,False,1213.5,-11.5,-1.0,1213.5,-11.5,-1.0,1213.0,-11.0,-0.5,1213.0,-11.0,-0.5
587700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10013.0,4,2,buy,Mark 14,9997,10013,10005.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10005.0,-8.0,0.0,10005.0,-8.0,0.0,10004.0,-9.0,-1.0,10006.0,-7.0,1.0
588400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10015.0,6,2,buy,Mark 14,9999,10015,10007.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10007.0,-8.0,0.0,10007.0,-8.0,0.0,10010.0,-5.0,3.0,10005.0,-10.0,-2.0
588800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10016.0,2,2,buy,Mark 14,10000,10016,10008.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10005.0,-11.0,-3.0,10005.0,-11.0,-3.0,10001.5,-14.5,-6.5,10009.0,-7.0,1.0
589300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10001.0,3,2,sell,Mark 14,10001,10017,10009.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10011.0,-10.0,-2.0,10011.0,-10.0,-2.0,10011.0,-10.0,-2.0,10008.0,-7.0,1.0
590700,Mark 38,Mark 14,VEV_4000,XIRECS,1225.0,1,2,buy,Mark 14,1204,1225,1214.5,21,29.0,29.0,58.0,10.5,-10.5,21.0,0.0,True,False,1213.5,-11.5,-1.0,1213.5,-11.5,-1.0,1214.0,-11.0,-0.5,1216.5,-8.5,2.0
592200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10020.0,4,2,buy,Mark 14,10003,10020,10011.5,17,35.0,35.0,70.0,8.5,-8.5,17.0,0.0,True,False,10012.0,-8.0,0.5,10012.0,-8.0,0.5,10008.0,-12.0,-3.5,10011.0,-9.0,-0.5
596100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10002.0,3,2,sell,Mark 14,10002,10018,10010.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10010.0,-8.0,0.0,10010.0,-8.0,0.0,10008.0,-6.0,2.0,10004.0,-2.0,6.0
596600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10012.0,6,2,buy,Mark 14,9996,10012,10004.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,10002.0,-10.0,-2.0,10002.0,-10.0,-2.0,10002.0,-10.0,-2.0,10007.0,-5.0,3.0
597500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10015.0,4,2,buy,Mark 14,9999,10015,10007.0,16,31.0,31.0,62.0,8.0,-8.0,16.0,0.0,True,False,10006.0,-9.0,-1.0,10006.0,-9.0,-1.0,10006.0,-9.0,-1.0,10008.0,-7.0,1.0
600300,Mark 38,Mark 14,VEV_4000,XIRECS,1254.0,2,2,buy,Mark 14,1233,1254,1243.5,21,29.0,29.0,58.0,10.5,-10.5,21.0,0.0,True,False,1242.5,-11.5,-1.0,1242.5,-11.5,-1.0,1244.5,-9.5,1.0,1244.5,-9.5,1.0
601600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10013.0,6,2,sell,Mark 14,10013,10029,10021.0,16,39.0,39.0,78.0,-8.0,-8.0,0.0,-16.0,True,False,10024.0,-11.0,-3.0,10024.0,-11.0,-3.0,10022.0,-9.0,-1.0,10020.0,-7.0,1.0
604400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10043.0,3,2,buy,Mark 14,10027,10043,10035.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10035.0,-8.0,0.0,10035.0,-8.0,0.0,10036.0,-7.0,1.0,10036.0,-7.0,1.0
605100,Mark 14,Mark 38,VEV_4000,XIRECS,1233.0,3,2,sell,Mark 14,1233,1254,1243.5,21,39.0,39.0,78.0,-10.5,-10.5,0.0,-21.0,True,False,1241.5,-8.5,2.0,1241.5,-8.5,2.0,1241.0,-8.0,2.5,1244.0,-11.0,-0.5
607400,Mark 38,Mark 14,VEV_4000,XIRECS,1259.0,2,2,buy,Mark 14,1238,1259,1248.5,21,45.0,45.0,90.0,10.5,-10.5,21.0,0.0,True,False,1249.5,-9.5,1.0,1249.5,-9.5,1.0,1248.5,-10.5,0.0,1250.5,-8.5,2.0
608900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10031.0,2,2,sell,Mark 14,10031,10047,10039.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,10036.0,-5.0,3.0,10036.0,-5.0,3.0,10035.0,-4.0,4.0,10043.0,-12.0,-4.0
610900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10029.0,5,2,sell,Mark 14,10029,10045,10037.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,10034.0,-5.0,3.0,10034.0,-5.0,3.0,10034.0,-5.0,3.0,10037.0,-8.0,0.0
610900,Mark 14,Mark 38,VEV_4000,XIRECS,1239.0,3,2,sell,Mark 14,1239,1260,1249.5,21,34.0,34.0,68.0,-10.5,-10.5,0.0,-21.0,True,False,1247.5,-8.5,2.0,1247.5,-8.5,2.0,1246.5,-7.5,3.0,1243.5,-4.5,6.0
620000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,5,2,sell,Mark 14,10010,10026,10018.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10018.0,-8.0,0.0,10018.0,-8.0,0.0,10019.0,-9.0,-1.0,10023.0,-13.0,-5.0
624000,Mark 14,Mark 38,VEV_4000,XIRECS,1226.0,2,2,sell,Mark 14,1226,1246,1236.0,20,30.0,30.0,60.0,-10.0,-10.0,0.0,-20.0,True,False,1236.5,-10.5,-0.5,1236.5,-10.5,-0.5,1236.5,-10.5,-0.5,1238.0,-12.0,-2.0
624200,Mark 14,Mark 38,VEV_4000,XIRECS,1226.0,2,2,sell,Mark 14,1226,1247,1236.5,21,28.0,28.0,56.0,-10.5,-10.5,0.0,-21.0,True,False,1237.5,-11.5,-1.0,1237.5,-11.5,-1.0,1237.5,-11.5,-1.0,1238.5,-12.5,-2.0
625900,Mark 38,Mark 14,VEV_4000,XIRECS,1253.0,2,2,buy,Mark 14,1232,1253,1242.5,21,27.0,27.0,54.0,10.5,-10.5,21.0,0.0,True,False,1242.5,-10.5,0.0,1242.5,-10.5,0.0,1243.5,-9.5,1.0,1244.5,-8.5,2.0
627100,Mark 38,Mark 14,VEV_4000,XIRECS,1254.0,3,2,buy,Mark 14,1233,1254,1243.5,21,33.0,33.0,66.0,10.5,-10.5,21.0,0.0,True,False,1243.0,-11.0,-0.5,1243.0,-11.0,-0.5,1242.5,-11.5,-1.0,1245.5,-8.5,2.0
630700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,3,2,sell,Mark 14,10010,10026,10018.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10017.0,-7.0,1.0,10017.0,-7.0,1.0,10017.0,-7.0,1.0,10016.0,-6.0,2.0
631400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10002.0,3,2,sell,Mark 14,10002,10018,10010.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10009.0,-7.0,1.0,10009.0,-7.0,1.0,10007.0,-5.0,3.0,10013.0,-11.0,-3.0
633100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10017.0,6,2,buy,Mark 14,10001,10017,10009.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10009.0,-8.0,0.0,10009.0,-8.0,0.0,10007.0,-10.0,-2.0,10010.0,-7.0,1.0
634300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10009.0,4,2,buy,Mark 14,9993,10009,10001.0,16,31.0,31.0,62.0,8.0,-8.0,16.0,0.0,True,False,9999.0,-10.0,-2.0,9999.0,-10.0,-2.0,9998.0,-11.0,-3.0,10003.0,-6.0,2.0
635100,Mark 14,Mark 38,VEV_4000,XIRECS,1235.0,3,2,sell,Mark 14,1235,1256,1245.5,21,39.0,39.0,78.0,-10.5,-10.5,0.0,-21.0,True,False,1245.5,-10.5,0.0,1245.5,-10.5,0.0,1245.5,-10.5,0.0,1247.5,-12.5,-2.0
637900,Mark 38,Mark 14,VEV_4000,XIRECS,1256.0,3,2,buy,Mark 14,1235,1256,1245.5,21,30.0,30.0,60.0,10.5,-10.5,21.0,0.0,True,False,1246.5,-9.5,1.0,1246.5,-9.5,1.0,1246.5,-9.5,1.0,1246.5,-9.5,1.0
640000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10001.0,2,2,sell,Mark 14,10001,10017,10009.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10009.0,-8.0,0.0,10009.0,-8.0,0.0,10010.0,-9.0,-1.0,10013.0,-12.0,-4.0
643300,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,1,2,buy,Mark 14,1231,1252,1241.5,21,34.0,34.0,68.0,10.5,-10.5,21.0,0.0,True,False,1241.5,-10.5,0.0,1241.5,-10.5,0.0,1242.5,-9.5,1.0,1243.0,-9.0,1.5
645000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10016.0,4,2,sell,Mark 14,10016,10032,10024.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,10024.0,-8.0,0.0,10024.0,-8.0,0.0,10025.0,-9.0,-1.0,10029.0,-13.0,-5.0
648700,Mark 14,Mark 38,VEV_4000,XIRECS,1235.0,3,2,sell,Mark 14,1235,1255,1245.0,20,39.0,39.0,78.0,-10.0,-10.0,0.0,-20.0,True,False,1244.5,-9.5,0.5,1244.5,-9.5,0.5,1244.5,-9.5,0.5,1243.0,-8.0,2.0
650000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10029.0,4,2,sell,Mark 14,10029,10045,10037.0,16,39.0,39.0,78.0,-8.0,-8.0,0.0,-16.0,True,False,10041.0,-12.0,-4.0,10041.0,-12.0,-4.0,10040.0,-11.0,-3.0,10045.0,-16.0,-8.0
655500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10024.0,3,2,sell,Mark 14,10024,10041,10032.5,17,36.0,36.0,72.0,-8.5,-8.5,0.0,-17.0,True,False,10034.0,-10.0,-1.5,10034.0,-10.0,-1.5,10035.0,-11.0,-2.5,10034.0,-10.0,-1.5
658100,Mark 38,Mark 14,VEV_4000,XIRECS,1263.0,3,2,buy,Mark 14,1242,1263,1252.5,21,41.0,41.0,82.0,10.5,-10.5,21.0,0.0,True,False,1251.5,-11.5,-1.0,1251.5,-11.5,-1.0,1251.5,-11.5,-1.0,1251.5,-11.5,-1.0
659500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10046.0,5,2,buy,Mark 14,10030,10046,10038.0,16,45.0,45.0,90.0,8.0,-8.0,16.0,0.0,True,False,10038.0,-8.0,0.0,10038.0,-8.0,0.0,10039.0,-7.0,1.0,10040.0,-6.0,2.0
661900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10024.0,6,2,sell,Mark 14,10024,10040,10032.0,16,32.0,32.0,64.0,-8.0,-8.0,0.0,-16.0,True,False,10032.5,-8.5,-0.5,10032.5,-8.5,-0.5,10033.5,-9.5,-1.5,10034.0,-10.0,-2.0
663000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10025.0,2,2,sell,Mark 14,10025,10041,10033.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10032.0,-7.0,1.0,10032.0,-7.0,1.0,10034.0,-9.0,-1.0,10036.0,-11.0,-3.0
669900,Mark 38,Mark 14,VEV_4000,XIRECS,1275.0,3,2,buy,Mark 14,1254,1275,1264.5,21,32.0,32.0,64.0,10.5,-10.5,21.0,0.0,True,False,1265.5,-9.5,1.0,1265.5,-9.5,1.0,1264.5,-10.5,0.0,1264.5,-10.5,0.0
674000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10015.0,2,2,buy,Mark 14,9999,10015,10007.0,16,32.0,32.0,64.0,8.0,-8.0,16.0,0.0,True,False,10004.0,-11.0,-3.0,10004.0,-11.0,-3.0,10006.0,-9.0,-1.0,10006.0,-9.0,-1.0
674400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10012.0,4,2,buy,Mark 14,9996,10012,10004.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10006.0,-6.0,2.0,10006.0,-6.0,2.0,10003.0,-9.0,-1.0,10006.0,-6.0,2.0
675300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10017.0,2,2,buy,Mark 14,10001,10017,10009.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10010.0,-7.0,1.0,10010.0,-7.0,1.0,10010.0,-7.0,1.0,10007.0,-10.0,-2.0
675600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10018.0,3,2,buy,Mark 14,10002,10018,10010.0,16,31.0,31.0,62.0,8.0,-8.0,16.0,0.0,True,False,10008.0,-10.0,-2.0,10008.0,-10.0,-2.0,10007.0,-11.0,-3.0,10005.0,-13.0,-5.0
676600,Mark 38,Mark 14,VEV_4000,XIRECS,1279.0,2,2,buy,Mark 14,1258,1279,1268.5,21,35.0,35.0,70.0,10.5,-10.5,21.0,0.0,True,False,1268.0,-11.0,-0.5,1268.0,-11.0,-0.5,1268.0,-11.0,-0.5,1269.5,-9.5,1.0
678700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10013.0,6,2,buy,Mark 14,9997,10013,10005.0,16,35.0,35.0,70.0,8.0,-8.0,16.0,0.0,True,False,10001.0,-12.0,-4.0,10001.0,-12.0,-4.0,9999.0,-14.0,-6.0,9993.0,-20.0,-12.0
681000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10010.0,5,2,buy,Mark 14,9994,10010,10002.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10006.0,-4.0,4.0,10006.0,-4.0,4.0,10007.0,-3.0,5.0,10010.0,0.0,8.0
686100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9996.0,6,2,sell,Mark 14,9996,10012,10004.0,16,43.0,43.0,86.0,-8.0,-8.0,0.0,-16.0,True,False,10009.0,-13.0,-5.0,10009.0,-13.0,-5.0,10009.0,-13.0,-5.0,10010.0,-14.0,-6.0
686700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10016.0,5,2,buy,Mark 14,10000,10016,10008.0,16,35.0,35.0,70.0,8.0,-8.0,16.0,0.0,True,False,10006.0,-10.0,-2.0,10006.0,-10.0,-2.0,10006.0,-10.0,-2.0,10003.0,-13.0,-5.0
689700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9997.0,5,2,sell,Mark 14,9997,10013,10005.0,16,41.0,41.0,82.0,-8.0,-8.0,0.0,-16.0,True,False,10004.0,-7.0,1.0,10004.0,-7.0,1.0,10004.0,-7.0,1.0,10004.0,-7.0,1.0
690500,Mark 14,Mark 38,VEV_4000,XIRECS,1263.0,1,2,sell,Mark 14,1263,1284,1273.5,21,31.0,31.0,62.0,-10.5,-10.5,0.0,-21.0,True,False,1272.5,-9.5,1.0,1272.5,-9.5,1.0,1272.0,-9.0,1.5,1273.5,-10.5,0.0
690800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9990.0,5,2,sell,Mark 14,9990,10006,9998.0,16,37.0,37.0,74.0,-8.0,-8.0,0.0,-16.0,True,False,9998.0,-8.0,0.0,9998.0,-8.0,0.0,9999.0,-9.0,-1.0,9997.0,-7.0,1.0
691600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9990.0,5,2,sell,Mark 14,9990,10006,9998.0,16,39.0,39.0,78.0,-8.0,-8.0,0.0,-16.0,True,False,9998.0,-8.0,0.0,9998.0,-8.0,0.0,9999.0,-9.0,-1.0,10003.0,-13.0,-5.0
692000,Mark 38,Mark 14,VEV_4000,XIRECS,1282.0,1,2,buy,Mark 14,1261,1282,1271.5,21,39.0,39.0,78.0,10.5,-10.5,21.0,0.0,True,False,1269.5,-12.5,-2.0,1269.5,-12.5,-2.0,1269.5,-12.5,-2.0,1270.5,-11.5,-1.0
694500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10016.0,4,2,buy,Mark 14,10000,10016,10008.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10011.0,-5.0,3.0,10011.0,-5.0,3.0,10012.0,-4.0,4.0,10012.5,-3.5,4.5
696000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10016.0,2,2,buy,Mark 14,10000,10016,10008.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10006.0,-10.0,-2.0,10006.0,-10.0,-2.0,10007.0,-9.0,-1.0,10011.0,-5.0,3.0
697000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10017.0,4,2,buy,Mark 14,10001,10017,10009.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10012.0,-5.0,3.0,10012.0,-5.0,3.0,10011.0,-6.0,2.0,10010.0,-7.0,1.0
697400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10018.0,2,2,buy,Mark 14,10002,10018,10010.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10010.0,-8.0,0.0,10010.0,-8.0,0.0,10007.0,-11.0,-3.0,10001.0,-17.0,-9.0
698800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9999.0,2,2,sell,Mark 14,9999,10015,10007.0,16,42.0,42.0,84.0,-8.0,-8.0,0.0,-16.0,True,False,10007.0,-8.0,0.0,10007.0,-8.0,0.0,10006.0,-7.0,1.0,10008.0,-9.0,-1.0
699800,Mark 14,Mark 38,VEV_4000,XIRECS,1260.0,3,2,sell,Mark 14,1260,1281,1270.5,21,35.0,35.0,70.0,-10.5,-10.5,0.0,-21.0,True,False,1269.5,-9.5,1.0,1269.5,-9.5,1.0,1269.5,-9.5,1.0,1267.0,-7.0,3.5
705900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10032.0,6,2,buy,Mark 14,10016,10032,10024.0,16,33.0,33.0,66.0,8.0,-8.0,16.0,0.0,True,False,10024.0,-8.0,0.0,10024.0,-8.0,0.0,10022.0,-10.0,-2.0,10020.0,-12.0,-4.0
707900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10021.0,6,2,sell,Mark 14,10021,10037,10029.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10029.0,-8.0,0.0,10029.0,-8.0,0.0,10026.0,-5.0,3.0,10022.5,-1.5,6.5
711200,Mark 14,Mark 38,VEV_4000,XIRECS,1248.0,3,2,sell,Mark 14,1248,1269,1258.5,21,40.0,40.0,80.0,-10.5,-10.5,0.0,-21.0,True,False,1258.0,-10.0,0.5,1258.0,-10.0,0.5,1257.5,-9.5,1.0,1259.5,-11.5,-1.0
715500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10036.0,6,2,sell,Mark 14,10036,10052,10044.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10047.0,-11.0,-3.0,10047.0,-11.0,-3.0,10048.0,-12.0,-4.0,10048.0,-12.0,-4.0
716900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10028.0,3,2,sell,Mark 14,10028,10044,10036.0,16,36.0,36.0,72.0,-8.0,-8.0,0.0,-16.0,True,False,10033.0,-5.0,3.0,10033.0,-5.0,3.0,10035.0,-7.0,1.0,10038.0,-10.0,-2.0
719000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10033.0,5,2,sell,Mark 14,10033,10049,10041.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10040.0,-7.0,1.0,10040.0,-7.0,1.0,10041.0,-8.0,0.0,10034.0,-1.0,7.0
727700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10040.0,6,2,buy,Mark 14,10024,10040,10032.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,10035.0,-5.0,3.0,10035.0,-5.0,3.0,10035.0,-5.0,3.0,10036.0,-4.0,4.0
727900,Mark 14,Mark 38,VEV_4000,XIRECS,1222.0,2,2,sell,Mark 14,1222,1243,1232.5,21,36.0,36.0,72.0,-10.5,-10.5,0.0,-21.0,True,False,1232.0,-10.0,0.5,1232.0,-10.0,0.5,1232.5,-10.5,0.0,1232.5,-10.5,0.0
734200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10029.0,5,2,buy,Mark 14,10013,10029,10021.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10023.0,-6.0,2.0,10023.0,-6.0,2.0,10024.0,-5.0,3.0,10023.0,-6.0,2.0
736100,Mark 38,Mark 14,VEV_4000,XIRECS,1239.0,1,2,buy,Mark 14,1219,1239,1229.0,20,36.0,36.0,72.0,10.0,-10.0,20.0,0.0,True,False,1227.5,-11.5,-1.5,1227.5,-11.5,-1.5,1227.0,-12.0,-2.0,1225.5,-13.5,-3.5
736200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10004.0,6,2,sell,Mark 14,10004,10020,10012.0,16,36.0,36.0,72.0,-8.0,-8.0,0.0,-16.0,True,False,10009.0,-5.0,3.0,10009.0,-5.0,3.0,10010.0,-6.0,2.0,10007.0,-3.0,5.0
737300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10014.0,6,2,buy,Mark 14,9998,10014,10006.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10004.0,-10.0,-2.0,10004.0,-10.0,-2.0,10000.0,-14.0,-6.0,9997.0,-17.0,-9.0
