timestamp,buyer,seller,symbol,currency,price,quantity,day,side,counterparty,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,best_bid_depth,best_ask_depth,bid_depth_3,ask_depth_3,future_mid_t10,edge_t10,midmo_t10,future_mid_t50,edge_t50,midmo_t50,future_mid_t200,edge_t200,midmo_t200,future_mid_t500,edge_t500,midmo_t500,price_location,side_touch_improve,side_mid_edge,spread_pctile_day_product
433000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,4,2,buy,Mark 55,5238,16,5243,50,5240.5,5,16,-50,50.0,-50.0,5239.0,1.0,-1.5,5239.0,1.0,-1.5,5240.5,2.5,0.0,5238.5,0.5,-2.0,at_bid,5.0,2.5,0.8155
433100,Mark 14,Mark 22,VEV_5200,XIRECS,83.0,2,2,buy,Mark 22,83,5,85,31,84.0,2,5,-31,29.0,-31.0,84.5,1.5,0.5,84.5,1.5,0.5,84.5,1.5,0.5,83.5,0.5,-0.5,at_bid,2.0,1.0,0.1741
433900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9970.0,4,2,sell,Mark 38,9954,12,9970,12,9962.0,16,12,-12,35.0,-35.0,9963.0,7.0,-1.0,9963.0,7.0,-1.0,9965.0,5.0,-3.0,9964.0,6.0,-2.0,at_ask,16.0,8.0,0.9873
436200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9968.0,2,2,buy,Mark 38,9968,10,9984,10,9976.0,16,10,-10,36.0,-36.0,9974.0,6.0,-2.0,9974.0,6.0,-2.0,9975.0,7.0,-1.0,9972.0,4.0,-4.0,at_bid,16.0,8.0,0.9873
438300,Mark 14,Mark 38,VEV_4000,XIRECS,1230.0,3,2,buy,Mark 38,1230,11,1251,11,1240.5,21,11,-11,38.0,-38.0,1240.5,10.5,0.0,1240.5,10.5,0.0,1238.5,8.5,-2.0,1240.5,10.5,0.0,at_bid,21.0,10.5,0.8357
438500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5241.0,6,2,sell,Mark 55,5236,17,5241,17,5238.5,5,17,-17,60.0,-60.0,5238.5,2.5,0.0,5238.5,2.5,0.0,5237.5,3.5,1.0,5240.0,1.0,-1.5,at_ask,5.0,2.5,0.8155
438900,Mark 38,Mark 14,VEV_4000,XIRECS,1249.0,3,2,sell,Mark 38,1228,13,1249,13,1238.5,21,13,-13,30.0,-30.0,1240.0,9.0,-1.5,1240.0,9.0,-1.5,1239.5,9.5,-1.0,1238.5,10.5,0.0,at_ask,21.0,10.5,0.8357
443400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9969.0,4,2,sell,Mark 38,9953,15,9969,15,9961.0,16,15,-15,43.0,-43.0,9961.5,7.5,-0.5,9961.5,7.5,-0.5,9961.0,8.0,0.0,9964.0,5.0,-3.0,at_ask,16.0,8.0,0.9873
443600,Mark 14,Mark 22,VEV_5200,XIRECS,82.0,4,2,buy,Mark 22,82,8,84,31,83.0,2,8,-31,27.0,-31.0,83.5,1.5,0.5,83.5,1.5,0.5,83.0,1.0,0.0,83.5,1.5,0.5,at_bid,2.0,1.0,0.1741
445300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9974.0,2,2,sell,Mark 38,9958,15,9974,15,9966.0,16,15,-15,42.0,-42.0,9967.0,7.0,-1.0,9967.0,7.0,-1.0,9969.0,5.0,-3.0,9970.0,4.0,-4.0,at_ask,16.0,8.0,0.9873
449000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9979.0,6,2,buy,Mark 38,9979,11,9995,11,9987.0,16,11,-11,41.0,-41.0,9988.0,9.0,1.0,9988.0,9.0,1.0,9988.0,9.0,1.0,9995.0,16.0,8.0,at_bid,16.0,8.0,0.9873
449500,Mark 14,Mark 38,VEV_4000,XIRECS,1238.0,2,2,buy,Mark 38,1238,15,1259,15,1248.5,21,15,-15,37.0,-37.0,1249.5,11.5,1.0,1249.5,11.5,1.0,1249.5,11.5,1.0,1249.5,11.5,1.0,at_bid,21.0,10.5,0.8357
450900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9988.0,6,2,sell,Mark 38,9972,15,9988,15,9980.0,16,15,-15,43.0,-43.0,9978.5,9.5,1.5,9978.5,9.5,1.5,9978.0,10.0,2.0,9978.0,10.0,2.0,at_ask,16.0,8.0,0.9873
452000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9965.0,3,2,buy,Mark 38,9965,12,9981,12,9973.0,16,12,-12,42.0,-42.0,9973.0,8.0,0.0,9973.0,8.0,0.0,9973.0,8.0,0.0,9970.0,5.0,-3.0,at_bid,16.0,8.0,0.9873
452800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9974.0,4,2,sell,Mark 38,9958,15,9974,15,9966.0,16,15,-15,36.0,-36.0,9965.0,9.0,1.0,9965.0,9.0,1.0,9962.0,12.0,4.0,9966.0,8.0,0.0,at_ask,16.0,8.0,0.9873
453000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5240.0,3,2,sell,Mark 55,5235,19,5240,19,5237.5,5,19,-19,56.0,-56.0,5237.5,2.5,0.0,5237.5,2.5,0.0,5238.0,2.0,-0.5,5237.5,2.5,0.0,at_ask,5.0,2.5,0.8155
453800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,7,2,buy,Mark 55,5237,23,5242,61,5239.5,5,23,-61,61.0,-61.0,5239.5,2.5,0.0,5239.5,2.5,0.0,5237.5,0.5,-2.0,5237.0,0.0,-2.5,at_bid,5.0,2.5,0.8155
454700,Mark 38,Mark 14,VEV_4000,XIRECS,1247.0,1,2,sell,Mark 38,1226,8,1247,8,1236.5,21,8,-8,27.0,-27.0,1236.5,10.5,0.0,1236.5,10.5,0.0,1235.5,11.5,1.0,1237.5,9.5,-1.0,at_ask,21.0,10.5,0.8357
456200,Mark 14,Mark 22,VEV_5200,XIRECS,82.0,2,2,buy,Mark 22,82,8,84,22,83.0,2,8,-22,20.0,-22.0,84.5,2.5,1.5,84.5,2.5,1.5,83.5,1.5,0.5,83.0,1.0,0.0,at_bid,2.0,1.0,0.1741
457600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5242.0,3,2,sell,Mark 55,5237,65,5242,20,5239.5,5,65,-20,65.0,-65.0,5241.5,0.5,-2.0,5241.5,0.5,-2.0,5238.0,4.0,1.5,5239.5,2.5,0.0,at_ask,5.0,2.5,0.8155
460100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5235.0,4,2,buy,Mark 55,5235,21,5240,21,5237.5,5,21,-21,69.0,-69.0,5237.0,2.0,-0.5,5237.0,2.0,-0.5,5237.0,2.0,-0.5,5237.5,2.5,0.0,at_bid,5.0,2.5,0.8155
461200,Mark 14,Mark 22,VEV_5300,XIRECS,37.0,3,2,buy,Mark 22,37,5,38,8,37.5,1,5,-8,23.0,-26.0,37.5,0.5,0.0,37.5,0.5,0.0,38.0,1.0,0.5,38.0,1.0,0.5,at_bid,1.0,0.5,0.0535
472900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5238.0,6,2,sell,Mark 55,5233,18,5238,18,5235.5,5,18,-18,56.0,-56.0,5235.5,2.5,0.0,5235.5,2.5,0.0,5236.5,1.5,-1.0,5235.5,2.5,0.0,at_ask,5.0,2.5,0.8155
473800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5239.0,3,2,sell,Mark 55,5234,15,5239,15,5236.5,5,15,-15,56.0,-56.0,5235.5,3.5,1.0,5235.5,3.5,1.0,5235.0,4.0,1.5,5235.5,3.5,1.0,at_ask,5.0,2.5,0.8155
478900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9997.0,3,2,sell,Mark 38,9981,11,9997,11,9989.0,16,11,-11,41.0,-41.0,9991.0,6.0,-2.0,9991.0,6.0,-2.0,9990.0,7.0,-1.0,9991.0,6.0,-2.0,at_ask,16.0,8.0,0.9873
480500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,3,2,buy,Mark 55,5240,21,5245,57,5242.5,5,21,-57,57.0,-57.0,5241.0,1.0,-1.5,5241.0,1.0,-1.5,5240.5,0.5,-2.0,5242.5,2.5,0.0,at_bid,5.0,2.5,0.8155
480900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,2,2,buy,Mark 38,9994,13,10010,13,10002.0,16,13,-13,34.0,-34.0,10002.0,8.0,0.0,10002.0,8.0,0.0,10001.0,7.0,-1.0,10004.0,10.0,2.0,at_bid,16.0,8.0,0.9873
481400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9996.0,2,2,buy,Mark 38,9996,13,10012,13,10004.0,16,13,-13,33.0,-33.0,10007.0,11.0,3.0,10007.0,11.0,3.0,10009.0,13.0,5.0,10007.0,11.0,3.0,at_bid,16.0,8.0,0.9873
482400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10013.0,3,2,sell,Mark 38,9997,11,10013,11,10005.0,16,11,-11,40.0,-40.0,10004.0,9.0,1.0,10004.0,9.0,1.0,10002.0,11.0,3.0,10005.0,8.0,0.0,at_ask,16.0,8.0,0.9873
483400,Mark 14,Mark 22,VEV_5300,XIRECS,40.0,5,2,buy,Mark 22,40,5,42,27,41.0,2,5,-27,22.0,-27.0,40.0,0.0,-1.0,40.0,0.0,-1.0,40.0,0.0,-1.0,40.0,0.0,-1.0,at_bid,2.0,1.0,0.8955
486700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5236.0,8,2,buy,Mark 55,5236,23,5241,65,5238.5,5,23,-65,65.0,-65.0,5237.5,1.5,-1.0,5237.5,1.5,-1.0,5237.0,1.0,-1.5,5237.5,1.5,-1.0,at_bid,5.0,2.5,0.8155
488200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,2,2,buy,Mark 38,9994,14,10010,14,10002.0,16,14,-14,44.0,-44.0,10001.0,7.0,-1.0,10001.0,7.0,-1.0,9997.0,3.0,-5.0,9993.0,-1.0,-9.0,at_bid,16.0,8.0,0.9873
488600,Mark 38,Mark 14,VEV_4000,XIRECS,1247.0,2,2,sell,Mark 38,1226,11,1247,11,1236.5,21,11,-11,35.0,-35.0,1236.5,10.5,0.0,1236.5,10.5,0.0,1236.5,10.5,0.0,1236.5,10.5,0.0,at_ask,21.0,10.5,0.8357
488700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9985.0,5,2,buy,Mark 38,9985,15,10001,15,9993.0,16,15,-15,36.0,-36.0,9994.0,9.0,1.0,9994.0,9.0,1.0,9992.0,7.0,-1.0,9988.0,3.0,-5.0,at_bid,16.0,8.0,0.9873
490600,Mark 38,Mark 14,VEV_4000,XIRECS,1251.0,2,2,sell,Mark 38,1230,12,1251,12,1240.5,21,12,-12,35.0,-35.0,1241.5,9.5,-1.0,1241.5,9.5,-1.0,1240.5,10.5,0.0,1241.5,9.5,-1.0,at_ask,21.0,10.5,0.8357
492000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,5,2,buy,Mark 55,5241,18,5246,18,5243.5,5,18,-18,67.0,-67.0,5243.5,2.5,0.0,5243.5,2.5,0.0,5242.5,1.5,-1.0,5242.5,1.5,-1.0,at_bid,5.0,2.5,0.8155
493800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10020.0,6,2,sell,Mark 38,10004,10,10020,10,10012.0,16,10,-10,40.0,-40.0,10014.0,6.0,-2.0,10014.0,6.0,-2.0,10010.0,10.0,2.0,10010.0,10.0,2.0,at_ask,16.0,8.0,0.9873
495700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9985.0,3,2,buy,Mark 38,9985,15,10001,15,9993.0,16,15,-15,37.0,-37.0,9994.0,9.0,1.0,9994.0,9.0,1.0,9996.0,11.0,3.0,9995.0,10.0,2.0,at_bid,16.0,8.0,0.9873
498500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9977.0,4,2,buy,Mark 38,9977,10,9993,10,9985.0,16,10,-10,35.0,-35.0,9984.0,7.0,-1.0,9984.0,7.0,-1.0,9983.0,6.0,-2.0,9982.0,5.0,-3.0,at_bid,16.0,8.0,0.9873
499900,Mark 38,Mark 14,VEV_4000,XIRECS,1256.0,3,2,sell,Mark 38,1235,10,1256,10,1245.5,21,10,-10,38.0,-38.0,1245.5,10.5,0.0,1245.5,10.5,0.0,1245.5,10.5,0.0,1248.5,7.5,-3.0,at_ask,21.0,10.5,0.8357
500000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,3,2,sell,Mark 55,5243,18,5248,18,5245.5,5,18,-18,48.0,-48.0,5245.5,2.5,0.0,5245.5,2.5,0.0,5246.5,1.5,-1.0,5248.5,-0.5,-3.0,at_ask,5.0,2.5,0.8155
500600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9976.0,5,2,buy,Mark 38,9976,10,9992,10,9984.0,16,10,-10,36.0,-36.0,9981.0,5.0,-3.0,9981.0,5.0,-3.0,9982.0,6.0,-2.0,9984.0,8.0,0.0,at_bid,16.0,8.0,0.9873
501600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9976.0,4,2,buy,Mark 38,9976,11,9992,11,9984.0,16,11,-11,34.0,-34.0,9984.0,8.0,0.0,9984.0,8.0,0.0,9983.0,7.0,-1.0,9979.5,3.5,-4.5,at_bid,16.0,8.0,0.9873
503600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9975.0,2,2,buy,Mark 38,9975,13,9991,13,9983.0,16,13,-13,36.0,-36.0,9981.0,6.0,-2.0,9981.0,6.0,-2.0,9981.0,6.0,-2.0,9981.0,6.0,-2.0,at_bid,16.0,8.0,0.9873
511000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9989.0,6,2,buy,Mark 38,9989,11,10005,11,9997.0,16,11,-11,41.0,-41.0,9999.0,10.0,2.0,9999.0,10.0,2.0,9997.0,8.0,0.0,9992.0,3.0,-5.0,at_bid,16.0,8.0,0.9873
512800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9982.0,4,2,buy,Mark 38,9982,10,9997,10,9989.5,15,10,-10,37.0,-37.0,9990.0,8.0,0.5,9990.0,8.0,0.5,9994.0,12.0,4.5,9997.0,15.0,7.5,at_bid,15.0,7.5,0.0603
513600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5244.0,5,2,sell,Mark 55,5239,47,5244,15,5241.5,5,47,-15,47.0,-47.0,5243.5,0.5,-2.0,5243.5,0.5,-2.0,5246.5,-2.5,-5.0,5244.5,-0.5,-3.0,at_ask,5.0,2.5,0.8155
516500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9977.0,5,2,buy,Mark 38,9977,12,9993,12,9985.0,16,12,-12,34.0,-34.0,9985.0,8.0,0.0,9985.0,8.0,0.0,9983.0,6.0,-2.0,9976.0,-1.0,-9.0,at_bid,16.0,8.0,0.9873
519600,Mark 14,Mark 22,VEV_5200,XIRECS,87.0,5,2,buy,Mark 22,87,1,89,6,88.0,2,1,-6,18.0,-23.0,87.5,0.5,-0.5,87.5,0.5,-0.5,87.0,0.0,-1.0,87.5,0.5,-0.5,at_bid,2.0,1.0,0.1741
519800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9982.0,6,2,sell,Mark 38,9966,14,9982,14,9974.0,16,14,-14,35.0,-35.0,9974.0,8.0,0.0,9974.0,8.0,0.0,9970.0,12.0,4.0,9971.0,11.0,3.0,at_ask,16.0,8.0,0.9873
521000,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,1,2,sell,Mark 38,1236,12,1257,12,1246.5,21,12,-12,29.0,-29.0,1245.5,11.5,1.0,1245.5,11.5,1.0,1246.5,10.5,0.0,1245.5,11.5,1.0,at_ask,21.0,10.5,0.8357
524600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9969.0,5,2,buy,Mark 38,9969,13,9985,13,9977.0,16,13,-13,33.0,-33.0,9975.0,6.0,-2.0,9975.0,6.0,-2.0,9979.0,10.0,2.0,9976.0,7.0,-1.0,at_bid,16.0,8.0,0.9873
526300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9966.0,3,2,buy,Mark 38,9966,12,9982,12,9974.0,16,12,-12,33.0,-33.0,9976.0,10.0,2.0,9976.0,10.0,2.0,9981.0,15.0,7.0,9977.0,11.0,3.0,at_bid,16.0,8.0,0.9873
527200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,7,2,buy,Mark 55,5244,25,5249,58,5246.5,5,25,-58,58.0,-58.0,5245.5,1.5,-1.0,5245.5,1.5,-1.0,5248.0,4.0,1.5,5246.5,2.5,0.0,at_bid,5.0,2.5,0.8155
527300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5248.0,5,2,sell,Mark 55,5243,22,5248,22,5245.5,5,22,-22,56.0,-56.0,5248.0,0.0,-2.5,5248.0,0.0,-2.5,5245.5,2.5,0.0,5246.5,1.5,-1.0,at_ask,5.0,2.5,0.8155
529800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5249.0,3,2,sell,Mark 55,5244,63,5249,19,5246.5,5,63,-19,63.0,-63.0,5247.0,2.0,-0.5,5247.0,2.0,-0.5,5248.5,0.5,-2.0,5246.5,2.5,0.0,at_ask,5.0,2.5,0.8155
530900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9988.0,3,2,buy,Mark 38,9988,14,10004,14,9996.0,16,14,-14,37.0,-37.0,9996.0,8.0,0.0,9996.0,8.0,0.0,9995.0,7.0,-1.0,9986.0,-2.0,-10.0,at_bid,16.0,8.0,0.9873
534700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9958.0,3,2,buy,Mark 38,9958,12,9973,12,9965.5,15,12,-12,41.0,-41.0,9971.0,13.0,5.5,9971.0,13.0,5.5,9968.0,10.0,2.5,9969.0,11.0,3.5,at_bid,15.0,7.5,0.0603
534900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9976.0,3,2,sell,Mark 38,9960,15,9976,15,9968.0,16,15,-15,38.0,-38.0,9967.0,9.0,1.0,9967.0,9.0,1.0,9969.0,7.0,-1.0,9972.0,4.0,-4.0,at_ask,16.0,8.0,0.9873
535100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,2,2,buy,Mark 38,9961,11,9977,11,9969.0,16,11,-11,36.0,-36.0,9969.0,8.0,0.0,9969.0,8.0,0.0,9970.0,9.0,1.0,9975.0,14.0,6.0,at_bid,16.0,8.0,0.9873
536500,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,2,2,sell,Mark 38,1232,12,1252,12,1242.0,20,12,-12,33.0,-33.0,1243.5,8.5,-1.5,1243.5,8.5,-1.5,1243.5,8.5,-1.5,1245.5,6.5,-3.5,at_ask,20.0,10.0,0.0951
538700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5247.0,5,2,sell,Mark 55,5242,24,5247,24,5244.5,5,24,-24,72.0,-72.0,5243.5,3.5,1.0,5243.5,3.5,1.0,5242.5,4.5,2.0,5241.5,5.5,3.0,at_ask,5.0,2.5,0.8155
540500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9982.0,2,2,sell,Mark 38,9966,12,9982,12,9974.0,16,12,-12,41.0,-41.0,9972.0,10.0,2.0,9972.0,10.0,2.0,9972.0,10.0,2.0,9972.0,10.0,2.0,at_ask,16.0,8.0,0.9873
540600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9980.0,2,2,sell,Mark 38,9964,13,9980,13,9972.0,16,13,-13,34.0,-34.0,9972.0,8.0,0.0,9972.0,8.0,0.0,9970.0,10.0,2.0,9972.0,8.0,0.0,at_ask,16.0,8.0,0.9873
541400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5243.0,8,2,sell,Mark 55,5238,57,5243,22,5240.5,5,57,-22,57.0,-57.0,5242.5,0.5,-2.0,5242.5,0.5,-2.0,5242.5,0.5,-2.0,5241.5,1.5,-1.0,at_ask,5.0,2.5,0.8155
543800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9975.0,6,2,sell,Mark 38,9959,12,9975,12,9967.0,16,12,-12,41.0,-41.0,9968.0,7.0,-1.0,9968.0,7.0,-1.0,9967.0,8.0,0.0,9969.0,6.0,-2.0,at_ask,16.0,8.0,0.9873
543900,Mark 14,Mark 38,VEV_4000,XIRECS,1231.0,1,2,buy,Mark 38,1231,14,1252,14,1241.5,21,14,-14,39.0,-39.0,1241.5,10.5,0.0,1241.5,10.5,0.0,1241.5,10.5,0.0,1240.5,9.5,-1.0,at_bid,21.0,10.5,0.8357
544400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9976.0,6,2,sell,Mark 38,9967,8,9976,12,9971.5,9,8,-12,47.0,-39.0,9965.0,11.0,6.5,9965.0,11.0,6.5,9964.0,12.0,7.5,9970.0,6.0,1.5,at_ask,9.0,4.5,0.0308
545400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5240.0,7,2,sell,Mark 55,5235,56,5240,15,5237.5,5,56,-15,56.0,-56.0,5236.5,3.5,1.0,5236.5,3.5,1.0,5236.0,4.0,1.5,5235.5,4.5,2.0,at_ask,5.0,2.5,0.8155
545900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5238.0,5,2,sell,Mark 55,5233,61,5238,21,5235.5,5,61,-21,61.0,-61.0,5235.5,2.5,0.0,5235.5,2.5,0.0,5236.5,1.5,-1.0,5238.5,-0.5,-3.0,at_ask,5.0,2.5,0.8155
547000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9969.0,6,2,buy,Mark 38,9969,11,9985,11,9977.0,16,11,-11,35.0,-35.0,9978.0,9.0,1.0,9978.0,9.0,1.0,9977.0,8.0,0.0,9977.0,8.0,0.0,at_bid,16.0,8.0,0.9873
548500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9963.0,6,2,buy,Mark 38,9963,13,9979,13,9971.0,16,13,-13,39.0,-39.0,9972.0,9.0,1.0,9972.0,9.0,1.0,9973.0,10.0,2.0,9974.0,11.0,3.0,at_bid,16.0,8.0,0.9873
553400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9968.0,2,2,sell,Mark 38,9952,10,9968,10,9960.0,16,10,-10,38.0,-38.0,9960.0,8.0,0.0,9960.0,8.0,0.0,9961.0,7.0,-1.0,9959.0,9.0,1.0,at_ask,16.0,8.0,0.9873
554600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,7,2,buy,Mark 55,5240,22,5245,56,5242.5,5,22,-56,56.0,-56.0,5242.5,2.5,0.0,5242.5,2.5,0.0,5243.0,3.0,0.5,5243.5,3.5,1.0,at_bid,5.0,2.5,0.8155
554600,Mark 14,Mark 22,VEV_5300,XIRECS,38.0,5,2,buy,Mark 22,37,10,39,5,38.0,2,10,-5,10.0,-15.0,39.0,1.0,1.0,39.0,1.0,1.0,39.0,1.0,1.0,39.0,1.0,1.0,inside,1.0,0.0,0.8955
555700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5239.0,7,2,buy,Mark 55,5239,25,5244,25,5241.5,5,25,-25,63.0,-63.0,5241.5,2.5,0.0,5241.5,2.5,0.0,5240.5,1.5,-1.0,5243.5,4.5,2.0,at_bid,5.0,2.5,0.8155
556000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9976.0,5,2,sell,Mark 38,9960,10,9976,10,9968.0,16,10,-10,37.0,-37.0,9968.0,8.0,0.0,9968.0,8.0,0.0,9967.0,9.0,1.0,9970.0,6.0,-2.0,at_ask,16.0,8.0,0.9873
556100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9976.0,5,2,sell,Mark 38,9960,10,9976,10,9968.0,16,10,-10,32.0,-32.0,9967.0,9.0,1.0,9967.0,9.0,1.0,9969.0,7.0,-1.0,9973.0,3.0,-5.0,at_ask,16.0,8.0,0.9873
556700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5238.0,8,2,buy,Mark 55,5238,16,5243,16,5240.5,5,16,-16,62.0,-62.0,5241.0,3.0,0.5,5241.0,3.0,0.5,5240.5,2.5,0.0,5241.5,3.5,1.0,at_bid,5.0,2.5,0.8155
558800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,2,sell,Mark 55,5236,70,5241,22,5238.5,5,70,-22,70.0,-70.0,5238.5,2.5,0.0,5238.5,2.5,0.0,5239.5,1.5,-1.0,5239.5,1.5,-1.0,at_ask,5.0,2.5,0.8155
558900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5241.0,7,2,sell,Mark 55,5236,63,5241,25,5238.5,5,63,-25,63.0,-63.0,5239.5,1.5,-1.0,5239.5,1.5,-1.0,5240.0,1.0,-1.5,5239.5,1.5,-1.0,at_ask,5.0,2.5,0.8155
561000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9996.0,4,2,sell,Mark 38,9980,11,9996,11,9988.0,16,11,-11,41.0,-41.0,9990.0,6.0,-2.0,9990.0,6.0,-2.0,9989.0,7.0,-1.0,9987.0,9.0,1.0,at_ask,16.0,8.0,0.9873
561100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5234.0,6,2,buy,Mark 55,5234,24,5239,24,5236.5,5,24,-24,56.0,-56.0,5236.5,2.5,0.0,5236.5,2.5,0.0,5236.5,2.5,0.0,5235.5,1.5,-1.0,at_bid,5.0,2.5,0.8155
561300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5234.0,3,2,buy,Mark 55,5234,19,5239,51,5236.5,5,19,-51,51.0,-51.0,5236.5,2.5,0.0,5236.5,2.5,0.0,5237.5,3.5,1.0,5236.5,2.5,0.0,at_bid,5.0,2.5,0.8155
563200,Mark 14,Mark 38,VEV_4000,XIRECS,1229.0,3,2,buy,Mark 38,1229,15,1249,15,1239.0,20,15,-15,42.0,-42.0,1238.0,9.0,-1.0,1238.0,9.0,-1.0,1238.5,9.5,-0.5,1236.0,7.0,-3.0,at_bid,20.0,10.0,0.0951
563700,Mark 38,Mark 14,VEV_4000,XIRECS,1246.0,1,2,sell,Mark 38,1226,10,1246,10,1236.0,20,10,-10,40.0,-40.0,1236.0,10.0,0.0,1236.0,10.0,0.0,1236.5,9.5,-0.5,1237.5,8.5,-1.5,at_ask,20.0,10.0,0.0951
564900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5233.0,6,2,buy,Mark 55,5233,16,5238,66,5235.5,5,16,-66,66.0,-66.0,5234.5,1.5,-1.0,5234.5,1.5,-1.0,5235.5,2.5,0.0,5237.0,4.0,1.5,at_bid,5.0,2.5,0.8155
566100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5233.0,3,2,buy,Mark 55,5233,21,5238,21,5235.5,5,21,-21,67.0,-67.0,5232.5,-0.5,-3.0,5232.5,-0.5,-3.0,5232.5,-0.5,-3.0,5231.5,-1.5,-4.0,at_bid,5.0,2.5,0.8155
568500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9971.0,2,2,buy,Mark 38,9971,14,9987,14,9979.0,16,14,-14,40.0,-40.0,9979.0,8.0,0.0,9979.0,8.0,0.0,9978.0,7.0,-1.0,9976.0,5.0,-3.0,at_bid,16.0,8.0,0.9873
