symbol,side,day,timestamp,qty,entry_ts,historical_edge_t200,executable_edge_t200,slippage
HYDROGEL_PACK,sell,1,946400,3,946500,10.0,-2.0,15.0
VELVETFRUIT_EXTRACT,sell,1,946800,8,946900,3.5,-3.0,6.0
HYDROGEL_PACK,sell,1,950000,2,950100,11.0,-8.0,20.0
HYDROGEL_PACK,buy,1,950300,5,950400,8.0,-12.0,17.0
HYDROGEL_PACK,sell,1,950700,5,950800,7.0,-10.0,16.0
VEV_4000,sell,1,953400,2,953500,10.5,-10.5,21.0
HYDROGEL_PACK,sell,1,953700,5,953800,11.0,-8.0,18.0
HYDROGEL_PACK,sell,1,953800,6,953900,8.0,-8.0,17.0
HYDROGEL_PACK,buy,1,957800,6,957900,13.0,-7.0,19.0
HYDROGEL_PACK,sell,1,960800,2,960900,8.0,-6.0,16.0
VEV_4000,sell,1,962900,1,963000,11.5,-11.5,23.0
VELVETFRUIT_EXTRACT,buy,1,963300,5,963400,2.5,-4.0,5.0
VELVETFRUIT_EXTRACT,buy,1,963500,5,963600,3.5,1.5,2.0
HYDROGEL_PACK,sell,1,963900,6,964000,18.0,1.0,20.0
HYDROGEL_PACK,buy,1,964000,3,964100,-1.0,-10.0,10.0
HYDROGEL_PACK,buy,1,964700,4,964800,7.0,-8.0,15.0
HYDROGEL_PACK,sell,1,966900,2,967000,11.0,-9.0,20.0
VEV_4000,buy,1,968200,1,968300,9.5,-10.0,20.0
HYDROGEL_PACK,buy,1,970500,3,970600,5.0,-12.0,15.0
HYDROGEL_PACK,sell,1,971900,3,972000,8.0,-11.0,17.0
VEV_4000,sell,1,977200,1,977300,10.0,-11.5,20.0
HYDROGEL_PACK,buy,1,977600,2,977700,13.0,5.0,10.0
HYDROGEL_PACK,buy,1,979200,2,979300,11.0,-7.0,17.0
VEV_4000,sell,1,979700,2,979800,10.5,-9.5,20.0
HYDROGEL_PACK,buy,1,982900,6,983000,9.0,-9.0,18.0
VELVETFRUIT_EXTRACT,sell,1,984900,6,985000,2.5,-4.5,5.0
HYDROGEL_PACK,sell,1,985400,4,985500,7.0,-10.0,15.0
HYDROGEL_PACK,sell,1,985800,4,985900,6.0,-14.0,16.0
HYDROGEL_PACK,buy,1,988000,4,988100,9.0,-8.0,17.0
VEV_5200,buy,1,988100,5,988200,0.5,-2.5,3.0
HYDROGEL_PACK,buy,1,988400,6,988500,9.0,-9.0,18.0
HYDROGEL_PACK,buy,1,989000,4,989100,9.0,-4.0,14.0
VELVETFRUIT_EXTRACT,buy,1,991500,4,991600,2.5,-3.5,5.0
VELVETFRUIT_EXTRACT,buy,1,991600,7,991700,1.5,-1.5,4.0
VEV_4000,buy,1,997300,2,997400,9.0,-11.5,20.0
VEV_4000,sell,1,998500,3,998600,11.5,-9.5,22.0
VEV_4000,buy,2,1300,3,1400,13.5,-10.5,24.0
VELVETFRUIT_EXTRACT,sell,2,2900,8,3000,-0.5,-5.0,4.0
VELVETFRUIT_EXTRACT,sell,2,4800,3,4900,0.0,-3.0,3.0
VEV_4000,sell,2,9000,1,9100,12.0,-9.5,22.0
HYDROGEL_PACK,buy,2,10200,6,10300,6.0,-14.0,16.0
VELVETFRUIT_EXTRACT,sell,2,10700,4,10800,3.5,-4.5,7.0
HYDROGEL_PACK,sell,2,11200,4,11300,9.0,-8.0,18.0
VELVETFRUIT_EXTRACT,sell,2,13900,4,14000,2.5,-2.5,5.0
HYDROGEL_PACK,sell,2,15700,2,15800,11.0,-5.0,17.0
VELVETFRUIT_EXTRACT,buy,2,17400,3,17500,1.5,-5.5,5.0
HYDROGEL_PACK,sell,2,19100,6,19200,4.0,-11.0,13.0
VELVETFRUIT_EXTRACT,buy,2,25500,6,25600,2.5,-3.0,5.0
VELVETFRUIT_EXTRACT,sell,2,26500,6,26600,1.5,-3.5,5.0
HYDROGEL_PACK,buy,2,29200,4,29300,12.0,-6.0,19.0
VEV_4000,sell,2,34100,1,34200,9.5,-10.0,20.0
VELVETFRUIT_EXTRACT,sell,2,35700,3,35800,2.0,-1.5,6.0
VELVETFRUIT_EXTRACT,buy,2,35800,7,35900,1.5,-1.5,6.0
VELVETFRUIT_EXTRACT,buy,2,38400,8,38500,2.0,-2.5,5.0
VEV_4000,buy,2,39500,2,39600,7.5,-9.5,21.0
HYDROGEL_PACK,sell,2,41100,6,41200,9.0,-8.0,17.0
VELVETFRUIT_EXTRACT,buy,2,42000,8,42100,5.5,0.5,7.0
HYDROGEL_PACK,buy,2,44000,4,44100,2.0,-7.0,15.0
VELVETFRUIT_EXTRACT,buy,2,44700,8,44800,1.5,-2.5,6.0
HYDROGEL_PACK,sell,2,45100,3,45200,11.0,-8.0,17.0
VEV_5400,buy,2,45100,5,45200,-0.5,-1.5,1.0
VELVETFRUIT_EXTRACT,buy,2,46800,8,46900,2.5,-1.5,5.0
HYDROGEL_PACK,sell,2,49800,3,49900,8.0,-8.0,13.0
VEV_4000,buy,2,50200,3,50300,11.5,-10.5,21.0
HYDROGEL_PACK,sell,2,58300,6,58400,11.0,-12.0,19.0
HYDROGEL_PACK,sell,2,60700,5,60800,7.0,-14.0,18.0
VEV_4000,sell,2,63800,3,63900,10.0,-11.5,22.0
VELVETFRUIT_EXTRACT,sell,2,70400,5,70500,3.5,-1.5,5.0
HYDROGEL_PACK,sell,2,70900,2,71000,8.0,-6.0,15.0
HYDROGEL_PACK,buy,2,71800,5,71900,9.0,-7.0,14.0
HYDROGEL_PACK,sell,2,72700,3,72800,8.0,-3.0,14.0
HYDROGEL_PACK,buy,2,78700,3,78800,7.0,-6.0,16.0
VEV_5300,buy,2,79300,5,79400,0.0,-1.0,2.0
VEV_4000,sell,2,80800,1,80900,9.5,-11.5,21.0
VELVETFRUIT_EXTRACT,sell,2,84400,5,84500,1.0,-5.5,3.0
VELVETFRUIT_EXTRACT,sell,2,84800,5,84900,6.5,-0.5,8.0
HYDROGEL_PACK,sell,2,85500,2,85600,10.5,-10.0,15.0
HYDROGEL_PACK,sell,2,90100,3,90200,4.0,-10.0,13.0
HYDROGEL_PACK,sell,2,91700,2,91800,6.0,-6.0,13.0
VELVETFRUIT_EXTRACT,buy,2,91700,8,91800,2.0,-0.5,5.0
VELVETFRUIT_EXTRACT,sell,2,97200,7,97300,4.5,-2.5,6.0
HYDROGEL_PACK,buy,2,97600,2,97700,10.0,-1.5,16.0
VEV_4000,buy,2,98600,1,98700,9.5,-11.5,21.0
HYDROGEL_PACK,sell,2,101800,3,101900,8.0,-10.0,16.0
HYDROGEL_PACK,sell,2,102400,3,102500,7.5,-7.0,14.0
VEV_5400,buy,2,102600,2,102700,0.0,-1.0,1.0
VEV_4000,buy,2,103300,1,103400,11.5,-11.5,22.0
VEV_4000,buy,2,103700,3,103800,7.5,-13.5,20.0
HYDROGEL_PACK,sell,2,104500,2,104600,11.0,-9.0,19.0
VELVETFRUIT_EXTRACT,sell,2,106300,7,106400,1.5,-0.5,3.0
VELVETFRUIT_EXTRACT,sell,2,108800,3,108900,-0.5,-6.0,4.0
VEV_4000,buy,2,109100,1,109200,9.0,-12.0,21.0
HYDROGEL_PACK,sell,2,109600,6,109700,9.0,-5.0,15.0
VELVETFRUIT_EXTRACT,sell,2,109800,3,109900,5.5,-0.5,7.0
VELVETFRUIT_EXTRACT,sell,2,110500,8,110600,3.5,-0.5,4.0
VEV_4000,buy,2,111900,2,112000,7.5,-13.5,20.0
HYDROGEL_PACK,sell,2,114500,5,114600,4.0,-11.0,14.0
VEV_4000,sell,2,114700,2,114800,10.5,-8.5,20.0
VEV_4000,sell,2,116800,2,116900,7.5,-12.5,20.0
HYDROGEL_PACK,sell,2,124900,3,125000,9.0,-7.0,17.0
HYDROGEL_PACK,sell,2,129400,4,129500,6.0,-5.0,13.0
VELVETFRUIT_EXTRACT,buy,2,129600,6,129700,0.5,-2.0,1.0
VELVETFRUIT_EXTRACT,sell,2,130100,5,130200,1.5,-1.5,3.0
VELVETFRUIT_EXTRACT,buy,2,130300,6,130400,2.0,-2.5,5.0
HYDROGEL_PACK,buy,2,137000,3,137100,9.0,-4.0,17.0
VEV_4000,buy,2,140900,1,141000,10.5,-11.5,22.0
VELVETFRUIT_EXTRACT,sell,2,142300,6,142400,0.5,-4.5,6.0
HYDROGEL_PACK,buy,2,143800,5,143900,2.0,-11.0,13.0
VEV_4000,buy,2,144400,1,144500,12.0,-9.0,21.0
HYDROGEL_PACK,sell,2,145100,5,145200,10.0,-7.0,16.0
HYDROGEL_PACK,buy,2,145400,2,145500,11.0,-6.0,17.0
VEV_4000,buy,2,145800,1,145900,11.5,-11.5,22.0
HYDROGEL_PACK,buy,2,149900,3,150000,9.0,-6.0,17.0
VEV_4000,sell,2,150400,1,150500,10.5,-12.5,21.0
HYDROGEL_PACK,sell,2,150600,4,150700,10.0,-11.0,17.0
HYDROGEL_PACK,buy,2,151400,3,151500,8.0,-11.0,16.0
HYDROGEL_PACK,buy,2,151600,6,151700,5.0,-4.0,13.0
VEV_4000,sell,2,153100,3,153200,12.0,-9.0,22.0
HYDROGEL_PACK,buy,2,153200,5,153300,8.0,-9.0,15.0
VELVETFRUIT_EXTRACT,sell,2,155300,3,155400,2.5,-1.5,5.0
VELVETFRUIT_EXTRACT,sell,2,155700,4,155800,3.0,-1.5,3.0
VELVETFRUIT_EXTRACT,buy,2,155800,7,155900,1.5,-2.5,3.0
VEV_4000,sell,2,155900,2,156000,10.5,-11.5,20.0
HYDROGEL_PACK,sell,2,157000,4,157100,12.0,-5.0,17.0
HYDROGEL_PACK,sell,2,161100,4,161200,8.0,-10.0,18.0
VELVETFRUIT_EXTRACT,sell,2,164100,5,164200,0.5,-2.5,4.0
VELVETFRUIT_EXTRACT,buy,2,164200,7,164300,2.5,-2.5,6.0
HYDROGEL_PACK,buy,2,164600,6,164700,4.0,-12.0,16.0
VEV_4000,sell,2,166700,3,166800,10.0,-12.0,22.0
HYDROGEL_PACK,sell,2,169000,2,169100,11.0,-9.0,19.0
HYDROGEL_PACK,sell,2,169200,5,169300,3.5,-6.0,15.0
VEV_4000,buy,2,169200,3,169300,9.5,-10.5,20.0
VELVETFRUIT_EXTRACT,buy,2,169900,3,170000,1.5,0.5,1.0
HYDROGEL_PACK,sell,2,170100,4,170200,11.0,-6.0,17.0
VELVETFRUIT_EXTRACT,sell,2,170500,7,170600,3.5,-3.5,6.0
VELVETFRUIT_EXTRACT,buy,2,171500,7,171600,3.5,-3.5,5.0
VELVETFRUIT_EXTRACT,sell,2,174000,6,174100,1.0,-4.0,4.0
HYDROGEL_PACK,buy,2,177100,3,177200,8.0,-14.0,16.0
HYDROGEL_PACK,buy,2,178100,3,178200,8.0,-10.0,15.0
HYDROGEL_PACK,buy,2,181600,5,181700,9.0,-10.0,18.0
VELVETFRUIT_EXTRACT,sell,2,185500,5,185600,-0.5,-3.5,3.0
VEV_4000,sell,2,190900,1,191000,9.0,-11.5,21.0
VEV_4000,buy,2,192700,2,192800,11.5,-11.5,22.0
HYDROGEL_PACK,sell,2,193400,4,193500,3.0,-9.0,13.0
VEV_4000,sell,2,195200,2,195300,9.5,-11.5,20.0
VELVETFRUIT_EXTRACT,sell,2,195500,6,195600,0.5,-4.0,4.0
HYDROGEL_PACK,buy,2,195600,5,195700,10.0,-5.0,16.0
VELVETFRUIT_EXTRACT,buy,2,196700,6,196800,-2.0,-4.5,5.0
VEV_4000,buy,2,196800,2,196900,8.5,-8.5,18.0
VEV_4000,buy,2,200400,1,200500,10.5,-10.5,21.0
VEV_4000,buy,2,201500,1,201600,9.5,-11.5,21.0
VEV_4000,buy,2,202300,1,202400,12.0,-10.5,22.0
HYDROGEL_PACK,sell,2,206200,3,206300,8.0,-6.0,15.0
HYDROGEL_PACK,buy,2,206600,3,206700,4.0,-9.0,13.0
VEV_4000,buy,2,212100,2,212200,10.0,-12.5,21.0
VELVETFRUIT_EXTRACT,buy,2,212900,5,213000,1.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,2,217200,4,217300,0.5,-4.5,4.0
HYDROGEL_PACK,buy,2,219200,4,219300,1.0,-14.0,15.0
VELVETFRUIT_EXTRACT,buy,2,220600,4,220700,2.5,-3.0,6.0
VELVETFRUIT_EXTRACT,sell,2,220800,6,220900,2.0,-3.5,5.0
HYDROGEL_PACK,sell,2,221200,6,221300,11.5,-5.0,17.0
HYDROGEL_PACK,sell,2,224300,4,224400,10.0,-4.0,17.0
VEV_5300,buy,2,225500,5,225600,-1.0,-2.0,1.0
VELVETFRUIT_EXTRACT,buy,2,229400,7,229500,3.5,-1.5,6.0
VELVETFRUIT_EXTRACT,buy,2,231600,5,231700,0.5,-1.5,4.0
VEV_4000,sell,2,231900,2,232000,10.5,-9.5,21.0
HYDROGEL_PACK,sell,2,233000,3,233100,8.0,-9.0,16.0
HYDROGEL_PACK,buy,2,235700,6,235800,4.5,-8.5,13.0
VELVETFRUIT_EXTRACT,sell,2,237700,8,237800,4.5,-1.0,6.0
HYDROGEL_PACK,buy,2,238900,4,239000,9.0,-8.0,15.0
HYDROGEL_PACK,buy,2,239300,2,239400,10.0,-10.0,17.0
HYDROGEL_PACK,buy,2,239400,4,239500,6.0,-10.0,17.0
HYDROGEL_PACK,sell,2,239800,5,239900,7.0,-7.0,14.0
VELVETFRUIT_EXTRACT,sell,2,242100,8,242200,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,2,243500,4,243600,0.0,-3.5,3.0
HYDROGEL_PACK,buy,2,243800,4,243900,8.0,-7.0,16.0
VELVETFRUIT_EXTRACT,sell,2,244900,4,245000,3.5,-1.5,6.0
VEV_4000,sell,2,249400,3,249500,9.5,-9.5,19.0
VEV_4000,buy,2,249800,2,249900,10.0,-10.5,22.0
HYDROGEL_PACK,sell,2,254300,2,254400,10.0,-4.0,15.0
HYDROGEL_PACK,buy,2,256200,5,256300,6.0,-7.0,13.0
HYDROGEL_PACK,sell,2,258900,2,259000,4.0,-10.5,14.0
VELVETFRUIT_EXTRACT,buy,2,263900,4,264000,3.5,0.5,5.0
HYDROGEL_PACK,sell,2,264200,6,264300,13.0,-8.0,20.0
HYDROGEL_PACK,buy,2,264700,2,264800,8.0,-11.0,18.0
HYDROGEL_PACK,buy,2,265200,5,265300,9.0,-4.0,15.0
VELVETFRUIT_EXTRACT,buy,2,265500,6,265600,2.0,-2.5,5.0
VEV_4000,buy,2,266800,1,266900,11.5,-10.5,21.0
VELVETFRUIT_EXTRACT,sell,2,267000,6,267100,5.0,-2.5,6.0
VELVETFRUIT_EXTRACT,buy,2,267400,4,267500,2.5,-1.5,4.0
VELVETFRUIT_EXTRACT,buy,2,268200,7,268300,4.0,-2.0,5.0
VEV_4000,sell,2,269700,1,269800,10.0,-11.0,21.0
VEV_4000,sell,2,270500,1,270600,12.0,-9.0,22.0
VELVETFRUIT_EXTRACT,buy,2,271100,3,271200,1.5,-0.5,3.0
HYDROGEL_PACK,sell,2,272900,5,273000,12.0,-10.0,18.0
VEV_4000,sell,2,272900,3,273000,11.0,-11.5,22.0
HYDROGEL_PACK,sell,2,273400,3,273500,8.5,-5.0,17.0
HYDROGEL_PACK,sell,2,273500,6,273600,11.0,-4.0,15.0
VELVETFRUIT_EXTRACT,sell,2,274300,8,274400,3.5,-0.5,4.0
HYDROGEL_PACK,buy,2,274400,3,274500,5.0,-9.0,15.0
VELVETFRUIT_EXTRACT,buy,2,274600,3,274700,1.5,-1.5,4.0
HYDROGEL_PACK,sell,2,275800,6,275900,8.0,-6.0,15.0
HYDROGEL_PACK,sell,2,277000,6,277100,9.0,-7.0,16.0
HYDROGEL_PACK,sell,2,277300,3,277400,7.0,-11.0,18.0
VEV_4000,buy,2,277900,3,278000,10.5,-11.0,21.0
HYDROGEL_PACK,buy,2,278800,2,278900,3.0,-12.0,13.0
VELVETFRUIT_EXTRACT,sell,2,278800,4,278900,2.5,-3.5,6.0
HYDROGEL_PACK,buy,2,279900,6,280000,11.0,5.0,8.0
VELVETFRUIT_EXTRACT,buy,2,280700,6,280800,-0.5,-6.0,4.0
VEV_4000,sell,2,281100,1,281200,10.5,-13.5,22.0
HYDROGEL_PACK,buy,2,282200,4,282300,14.5,-4.0,19.0
VELVETFRUIT_EXTRACT,buy,2,283300,5,283400,1.5,-2.5,4.0
HYDROGEL_PACK,sell,2,283700,5,283800,7.0,-7.0,16.0
HYDROGEL_PACK,sell,2,284300,6,284400,6.0,-7.0,13.0
VEV_4000,buy,2,286900,3,287000,5.0,-9.0,21.0
HYDROGEL_PACK,sell,2,288000,5,288100,5.0,-4.5,12.0
VEV_5300,buy,2,289300,2,289400,2.0,0.0,2.0
HYDROGEL_PACK,buy,2,291000,3,291100,13.0,-7.0,16.0
VELVETFRUIT_EXTRACT,buy,2,291800,4,291900,4.5,-1.0,7.0
HYDROGEL_PACK,sell,2,292800,6,292900,9.0,-6.0,15.0
VELVETFRUIT_EXTRACT,sell,2,293100,5,293200,2.5,-3.5,7.0
VELVETFRUIT_EXTRACT,sell,2,293400,5,293500,2.0,-1.5,5.0
VEV_4000,buy,2,293600,2,293700,11.5,-10.0,21.0
VEV_5500,buy,2,294600,2,294700,0.5,-0.5,1.0
HYDROGEL_PACK,sell,2,299100,3,299200,6.0,-8.0,16.0
HYDROGEL_PACK,buy,2,300800,4,300900,9.5,-10.0,17.0
VEV_4000,buy,2,301700,2,301800,9.0,-11.5,20.0
VEV_4000,buy,2,303100,1,303200,10.5,-12.0,23.0
HYDROGEL_PACK,buy,2,303800,2,303900,9.5,-8.0,17.0
HYDROGEL_PACK,sell,2,305700,6,305800,8.0,-7.0,15.0
VELVETFRUIT_EXTRACT,sell,2,306000,5,306100,1.5,-1.5,4.0
HYDROGEL_PACK,sell,2,306100,5,306200,10.0,-2.0,14.0
VEV_4000,sell,2,307600,2,307700,9.0,-9.5,20.0
HYDROGEL_PACK,sell,2,310100,4,310200,3.0,-6.0,15.0
VELVETFRUIT_EXTRACT,buy,2,311200,8,311300,2.5,-2.0,6.0
HYDROGEL_PACK,sell,2,311800,2,311900,5.0,-9.5,17.0
HYDROGEL_PACK,sell,2,314800,3,314900,5.0,-10.0,13.0
HYDROGEL_PACK,sell,2,315400,4,315500,16.5,-8.0,18.0
HYDROGEL_PACK,sell,2,316900,2,317000,1.5,-12.0,12.0
VEV_4000,sell,2,318100,1,318200,13.0,-9.5,23.0
VEV_4000,sell,2,322300,2,322400,8.0,-13.0,20.0
VELVETFRUIT_EXTRACT,sell,2,323200,5,323300,4.5,1.0,7.0
VELVETFRUIT_EXTRACT,sell,2,327600,5,327700,1.5,-4.5,4.0
VELVETFRUIT_EXTRACT,sell,2,328500,7,328600,3.5,-2.5,6.0
VELVETFRUIT_EXTRACT,sell,2,328700,5,328800,3.5,0.0,5.0
VEV_4000,buy,2,328700,3,328800,9.5,-11.5,21.0
HYDROGEL_PACK,sell,2,328900,2,329000,6.0,-6.0,13.0
VELVETFRUIT_EXTRACT,buy,2,330400,8,330500,3.5,-2.5,4.0
HYDROGEL_PACK,buy,2,332800,3,332900,8.0,-8.0,17.0
VELVETFRUIT_EXTRACT,sell,2,335400,6,335500,-0.5,-4.5,4.0
HYDROGEL_PACK,buy,2,338400,4,338500,7.5,-8.0,15.0
HYDROGEL_PACK,buy,2,340200,2,340300,8.0,-3.0,15.0
VEV_4000,buy,2,340500,3,340600,11.5,-10.0,22.0
VEV_5500,buy,2,341400,4,341500,0.5,-0.5,1.0
HYDROGEL_PACK,sell,2,342300,2,342400,6.0,-7.0,14.0
HYDROGEL_PACK,buy,2,344100,3,344200,10.0,-10.0,18.0
HYDROGEL_PACK,buy,2,344500,3,344600,9.0,-7.0,16.0
HYDROGEL_PACK,sell,2,344600,6,344700,7.0,-7.0,15.0
HYDROGEL_PACK,sell,2,346100,2,346200,5.0,-14.0,18.0
HYDROGEL_PACK,sell,2,347400,4,347500,11.5,-6.0,20.0
VELVETFRUIT_EXTRACT,sell,2,350600,5,350700,4.5,-0.5,6.0
VEV_5300,buy,2,350700,4,350800,0.0,-2.0,1.0
HYDROGEL_PACK,buy,2,351400,6,351500,10.0,-4.0,16.0
VELVETFRUIT_EXTRACT,buy,2,352100,4,352200,2.5,-3.5,6.0
VELVETFRUIT_EXTRACT,sell,2,352300,8,352400,1.5,-4.0,5.0
VELVETFRUIT_EXTRACT,buy,2,353800,7,353900,0.5,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,2,356500,6,356600,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,2,358300,7,358400,2.0,-4.5,5.0
HYDROGEL_PACK,buy,2,359500,5,359600,9.0,-7.0,15.0
VEV_4000,sell,2,363300,1,363400,9.5,-9.5,20.0
HYDROGEL_PACK,buy,2,365300,2,365400,5.0,-11.0,15.0
VELVETFRUIT_EXTRACT,buy,2,365400,7,365500,1.5,-1.0,2.0
HYDROGEL_PACK,sell,2,366500,2,366600,3.0,-8.0,12.0
VELVETFRUIT_EXTRACT,buy,2,368100,6,368200,3.5,-2.5,6.0
VEV_4000,sell,2,368200,2,368300,10.5,-9.5,21.0
VEV_4000,sell,2,370600,3,370700,7.5,-12.5,20.0
VEV_4000,buy,2,370700,2,370800,12.5,-12.5,23.0
VEV_4000,sell,2,372300,2,372400,11.5,-12.0,22.0
VELVETFRUIT_EXTRACT,sell,2,373100,6,373200,4.0,-2.5,7.0
VELVETFRUIT_EXTRACT,buy,2,376700,7,376800,1.5,-3.5,4.0
VELVETFRUIT_EXTRACT,sell,2,382200,5,382300,2.5,-5.5,6.0
VELVETFRUIT_EXTRACT,sell,2,383100,6,383200,2.5,-1.5,4.0
HYDROGEL_PACK,buy,2,385500,5,385600,8.0,-9.0,17.0
HYDROGEL_PACK,sell,2,387500,3,387600,5.0,-6.0,14.0
VEV_4000,sell,2,389600,3,389700,9.5,-10.5,20.0
VEV_4000,buy,2,390200,1,390300,10.5,2.0,10.0
HYDROGEL_PACK,buy,2,391600,2,391700,14.0,-5.0,18.0
HYDROGEL_PACK,sell,2,391700,2,391800,5.0,-6.0,12.0
HYDROGEL_PACK,sell,2,392400,5,392500,10.0,-7.0,15.0
HYDROGEL_PACK,sell,2,394100,6,394200,13.0,-10.0,18.0
HYDROGEL_PACK,sell,2,394300,5,394400,2.5,-8.0,11.0
VEV_4000,buy,2,397300,2,397400,8.5,-12.5,18.0
VELVETFRUIT_EXTRACT,buy,2,401000,8,401100,0.5,-3.0,3.0
HYDROGEL_PACK,buy,2,401200,5,401300,12.0,-8.0,17.0
VELVETFRUIT_EXTRACT,buy,2,406100,4,406200,-0.5,-4.5,3.0
VEV_4000,buy,2,406300,2,406400,8.5,-13.5,20.0
VELVETFRUIT_EXTRACT,buy,2,407000,4,407100,1.5,-4.0,4.0
HYDROGEL_PACK,sell,2,408000,3,408100,13.0,-8.0,20.0
HYDROGEL_PACK,sell,2,409400,3,409500,5.0,-12.0,17.0
HYDROGEL_PACK,sell,2,410100,6,410200,11.0,-2.0,17.0
HYDROGEL_PACK,sell,2,413100,2,413200,6.0,-6.0,15.0
HYDROGEL_PACK,sell,2,413500,5,413600,11.0,-5.0,16.0
VEV_5200,buy,2,414900,3,415000,0.5,-0.5,2.0
HYDROGEL_PACK,sell,2,415400,6,415500,11.0,-9.0,17.0
HYDROGEL_PACK,sell,2,416600,4,416700,4.0,-11.0,15.0
VEV_4000,buy,2,419300,1,419400,10.5,-8.5,21.0
HYDROGEL_PACK,sell,2,420200,4,420300,7.0,-12.0,17.0
HYDROGEL_PACK,buy,2,421100,5,421200,13.0,-6.0,18.0
VELVETFRUIT_EXTRACT,sell,2,421400,6,421500,3.5,-2.5,6.0
HYDROGEL_PACK,buy,2,422200,2,422300,6.0,-11.0,15.0
HYDROGEL_PACK,sell,2,423800,3,423900,11.0,3.0,9.0
VEV_5200,buy,2,423800,5,423900,1.5,-2.0,3.0
VEV_5500,buy,2,423800,5,423900,0.5,-0.5,1.0
VEV_4000,sell,2,424400,2,424500,11.5,-9.0,21.0
VELVETFRUIT_EXTRACT,sell,2,425300,3,425400,0.5,-3.5,4.0
VELVETFRUIT_EXTRACT,sell,2,427400,5,427500,3.5,0.0,5.0
VEV_4000,sell,2,428400,1,428500,12.5,-7.0,21.0
HYDROGEL_PACK,sell,2,429500,3,429600,12.0,-7.5,16.0
HYDROGEL_PACK,sell,2,430200,4,430300,9.0,-9.0,17.0
HYDROGEL_PACK,sell,2,430700,4,430800,12.0,-10.0,19.0
VELVETFRUIT_EXTRACT,buy,2,433000,4,433100,2.5,-2.5,4.0
VEV_5200,buy,2,433100,2,433200,1.5,-2.0,3.0
HYDROGEL_PACK,sell,2,433900,4,434000,5.0,-9.5,15.0
HYDROGEL_PACK,buy,2,436200,2,436300,7.0,-8.0,14.0
VEV_4000,buy,2,438300,3,438400,8.5,-12.5,21.0
VELVETFRUIT_EXTRACT,sell,2,438500,6,438600,3.5,-4.5,5.0
VEV_4000,sell,2,438900,3,439000,9.5,-9.5,19.0
HYDROGEL_PACK,sell,2,443400,4,443500,8.0,-6.0,15.0
VEV_5200,buy,2,443600,4,443700,1.0,-1.5,3.0
HYDROGEL_PACK,sell,2,445300,2,445400,5.0,-9.0,15.0
HYDROGEL_PACK,buy,2,449000,6,449100,9.0,-4.0,17.0
VEV_4000,buy,2,449500,2,449600,11.5,-11.5,22.0
HYDROGEL_PACK,sell,2,450900,6,451000,10.0,-9.0,17.0
HYDROGEL_PACK,buy,2,452000,3,452100,8.0,-9.0,16.0
HYDROGEL_PACK,sell,2,452800,4,452900,12.0,-9.0,17.0
VELVETFRUIT_EXTRACT,sell,2,453000,3,453100,2.0,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,2,453800,7,453900,0.5,-4.5,5.0
VEV_4000,sell,2,454700,1,454800,11.5,-8.5,21.0
VEV_5200,buy,2,456200,2,456300,1.5,-3.0,4.0
VELVETFRUIT_EXTRACT,sell,2,457600,3,457700,4.0,0.5,2.0
VELVETFRUIT_EXTRACT,buy,2,460100,4,460200,2.0,-3.5,5.0
VEV_5300,buy,2,461200,3,461300,1.0,0.0,1.0
VELVETFRUIT_EXTRACT,sell,2,472900,6,473000,1.5,-3.5,5.0
VELVETFRUIT_EXTRACT,sell,2,473800,3,473900,4.0,-3.0,6.0
HYDROGEL_PACK,sell,2,478900,3,479000,7.0,-9.0,14.0
VELVETFRUIT_EXTRACT,buy,2,480500,3,480600,0.5,-3.5,4.0
HYDROGEL_PACK,buy,2,480900,2,481000,7.0,-7.0,16.0
HYDROGEL_PACK,buy,2,481400,2,481500,13.0,-9.0,19.0
HYDROGEL_PACK,sell,2,482400,3,482500,11.0,-9.0,17.0
VEV_5300,buy,2,483400,5,483500,0.0,-1.0,1.0
VELVETFRUIT_EXTRACT,buy,2,486700,8,486800,1.0,-3.5,4.0
HYDROGEL_PACK,buy,2,488200,2,488300,3.0,-11.0,15.0
VEV_4000,sell,2,488600,2,488700,10.5,-11.5,21.0
HYDROGEL_PACK,buy,2,488700,5,488800,7.0,-12.0,17.0
VEV_4000,sell,2,490600,2,490700,10.5,-11.0,20.0
VELVETFRUIT_EXTRACT,buy,2,492000,5,492100,1.5,-4.0,5.0
HYDROGEL_PACK,sell,2,493800,6,493900,10.0,-1.0,10.0
HYDROGEL_PACK,buy,2,495700,3,495800,11.0,-8.0,17.0
HYDROGEL_PACK,buy,2,498500,4,498600,6.0,-5.0,15.0
VEV_4000,sell,2,499900,3,500000,10.5,-11.5,21.0
VELVETFRUIT_EXTRACT,sell,2,500000,3,500100,1.5,-3.5,5.0
HYDROGEL_PACK,buy,2,500600,5,500700,6.0,-6.0,13.0
HYDROGEL_PACK,buy,2,501600,4,501700,7.0,-6.5,16.0
HYDROGEL_PACK,buy,2,503600,2,503700,6.0,-9.0,14.0
HYDROGEL_PACK,buy,2,511000,6,511100,8.0,-12.0,18.0
