product,group,method,n_buckets,cross_day_shape_corr_mean,rank_corr_mean,sign_consistency,bucket_std_mean,bucket_std_max,max_abs_avg_delta,max_delta_over_spread,max_delta_over_realized_vol,one_day_overfit_score,all_days_same_sign_buckets,median_spread,mean_realized_vol,avg_path,day2_path,day3_path,day4_path
SNACKPACK_STRAWBERRY,SNACKPACK,group,5,0.207593,0.266667,0.933333,288.4886,379.6705,734.3954,40.7997,90.3004,0.689612,4,18.0,8.132807,488.6488|726.0798|657.1658|734.3954|705.8140,-36.0061|204.5046|330.2889|439.0853|497.9137,670.0059|876.4408|629.1648|699.1608|772.0621,831.9466|1097.2939|1012.0438|1064.9402|847.4662
SNACKPACK_VANILLA,SNACKPACK,group,5,0.242018,-0.066667,0.733333,101.1976,202.8878,210.7072,12.3945,32.3523,0.871743,2,17.0,6.512891,-24.7863|-19.3105|-5.5299|210.7072|104.4933,98.6207|49.2523|-119.4172|241.7078|8.1542,-123.7036|-153.6437|-176.6597|182.2243|78.1114,-49.2762|46.4599|279.4871|208.1894|227.2142
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,group,5,-0.220097,-0.333333,0.733333,470.5947,593.9676,695.7012,86.9626,73.7093,0.652634,1,8.0,9.438451,-403.2169|-507.3676|-512.2852|-529.4152|-695.7012,48.8907|173.2868|281.4197|188.2854|-261.4682,-378.8065|-855.7474|-1147.2987|-1196.9200|-1065.9903,-879.7350|-839.6423|-670.9765|-579.6110|-759.6451
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,group,5,-0.337288,-0.333333,0.733333,225.0335,402.9661,188.9988,20.9999,19.1766,0.438501,1,9.0,9.855715,-70.0974|-72.6282|-188.9988|-142.4847|-31.1634,-216.5430|-579.4057|-431.0113|-121.8641|274.1085,295.9708|406.4926|49.9282|-193.2108|-278.1755,-289.7200|-44.9716|-185.9133|-112.3792|-89.4233
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,group,5,-0.412658,-0.433333,0.666667,348.4231,620.6734,246.9396,27.4377,24.3928,0.225573,1,9.0,10.123448,246.9396|229.2183|175.3208|83.9194|113.7184,20.0305|113.0833|164.0675|-56.8743|-557.7402,-373.9337|-154.4999|65.1230|-12.6438|586.4175,1094.7220|729.0715|296.7720|321.2763|312.4779
TRANSLATOR_SPACE_GRAY,TRANSLATOR,group,5,-0.347559,-0.3,0.866667,435.9552,483.3251,598.364,66.4849,63.529,0.49359,3,9.0,9.418754,-422.9186|-457.8511|-440.8183|-598.3640|-494.6206,103.9993|187.4623|-159.2015|-520.4438|-333.8519,-841.1325|-585.3599|-188.4565|-62.3793|-38.4690,-531.6225|-975.6558|-974.7967|-1212.2687|-1111.5409
TRANSLATOR_VOID_BLUE,TRANSLATOR,group,5,-0.05736,0.133333,1.0,493.9072,595.2667,1186.3445,118.6344,109.6157,0.749436,5,10.0,10.822759,649.2933|808.6287|966.7814|1186.3445|1107.7668,43.6225|105.5733|144.7257|510.8967|878.9518,1297.9020|1189.1146|1220.7040|1465.1539|796.2173,606.3555|1131.1982|1534.9145|1582.9827|1648.1314
UV_VISOR_AMBER,UV_VISOR,group,5,-0.131754,-0.1,1.0,1019.25,1302.7251,2577.1562,257.7156,323.9722,0.824364,5,10.0,7.95487,-2044.8590|-2323.0835|-2414.9976|-2552.1720|-2577.1562,-336.6700|-761.1395|-932.1866|-1483.3373|-1621.6016,-2301.2859|-2565.9149|-2740.1858|-2683.0382|-2983.6321,-3496.6212|-3642.1963|-3572.6204|-3490.1406|-3126.2350
UV_VISOR_MAGENTA,UV_VISOR,group,5,0.319608,0.233333,0.866667,463.9436,611.0503,1075.113,76.7938,96.0657,0.694737,3,14.0,11.191436,655.4725|674.1255|678.7063|1004.7974|1075.1130,83.6310|-117.5005|-105.6133|562.2252|550.8222,905.0106|769.8221|979.0222|1372.6033|1127.0069,977.7761|1370.0549|1162.7100|1079.5636|1547.5099
UV_VISOR_ORANGE,UV_VISOR,group,5,0.095999,-0.1,0.6,348.3305,613.0786,352.9257,27.1481,33.7585,0.366175,0,13.0,10.454438,36.5780|307.1329|352.9257|147.8374|-182.6927,-39.6945|-89.7002|-485.3491|-588.4688|-433.2461,-6.2124|414.0384|580.3095|237.5600|6.8887,155.6411|597.0604|963.8168|794.4208|-121.7206
UV_VISOR_RED,UV_VISOR,group,5,-0.138422,-0.133333,0.933333,503.0729,833.6244,890.4063,63.6005,80.8223,0.659794,4,14.0,11.016838,581.8814|794.9512|890.4063|698.2620|880.2174,472.4875|864.6405|900.9169|290.7587|338.0102,210.1151|420.8129|420.7800|-56.0314|486.7011,1063.0415|1099.4002|1349.5221|1860.0586|1815.9407
UV_VISOR_YELLOW,UV_VISOR,group,5,-0.226479,-0.333333,0.8,527.0172,673.6718,804.5185,57.4656,73.1476,0.59024,2,14.0,10.998565,770.9270|546.8739|492.9592|701.2754|804.5185,-179.7540|103.6996|622.2322|1218.8222|1166.0152,1192.3726|961.2414|760.0740|1128.9063|1363.0354,1300.1626|575.6807|96.5716|-243.9024|-115.4951
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,prev_bucket,4,0.13519,0.466667,0.75,285.6279,437.7345,582.7802,41.6272,50.9091,0.619422,1,14.0,11.447458,173.3576|46.6442|158.2218|582.7802,479.1687|14.7235|485.6490|523.4080,-445.6778|-90.5443|240.1592|284.0867,486.5817|215.7533|-251.1428|940.8457
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,prev_bucket,4,0.154588,0.066667,0.583333,183.4134,216.8004,133.6657,10.282,13.0483,0.559976,0,13.0,10.243924,-127.1740|44.7687|133.6657|110.6019,95.9280|240.6718|238.6990|-37.4075,-142.2117|113.2810|235.7243|417.1438,-335.2382|-219.6467|-73.4262|-47.9305
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,prev_bucket,4,-0.168753,-0.2,0.666667,373.8222,675.4664,275.0515,19.6465,25.3238,0.566618,1,14.0,10.861377,-275.0515|175.4844|21.5687|143.7209,-485.4265|-239.0532|91.3575|1060.7790,-45.5463|188.5962|357.1470|-83.2143,-294.1818|576.9103|-383.7985|-546.4020
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,prev_bucket,4,-0.099872,-0.133333,0.75,344.7,598.529,296.0159,21.144,26.6839,0.470434,1,14.0,11.093421,277.6568|30.2114|105.6193|-296.0159,486.7022|509.0390|249.3053|-629.2400,312.8397|-813.6845|-242.5290|181.1330,33.4285|395.2797|310.0817|-439.9407
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,prev_bucket,4,0.151876,0.2,0.75,294.3388,413.5873,363.2915,25.9494,34.4893,0.816447,1,14.0,10.533469,363.2915|-171.1709|205.4828|-155.7107,264.8000|-368.3487|-174.5973|-362.5045,444.9663|404.3062|153.9712|345.0842,380.1082|-549.4702|637.0745|-449.7120
MICROCHIP_CIRCLE,MICROCHIP,prev_bucket,4,0.076247,0.2,0.583333,314.4871,363.0707,204.5224,25.5653,22.1637,0.345353,0,8.0,9.227824,-50.5954|151.4532|204.5224|16.0475,-145.3150|-320.8548|249.0615|-2.2308,-361.3152|213.1810|-227.7072|-291.2887,354.8440|562.0332|592.2130|341.6620
MICROCHIP_OVAL,MICROCHIP,prev_bucket,4,-0.321062,-0.2,0.833333,257.0012,569.7762,356.8615,44.6077,29.0477,0.817186,2,8.0,12.285351,-275.0949|-356.8615|-185.2161|-166.5872,57.0580|-436.6955|601.7500|-314.7755,-267.3680|-372.5392|-728.6345|-46.2495,-614.9747|-261.3497|-428.7638|-138.7365
MICROCHIP_RECTANGLE,MICROCHIP,prev_bucket,4,-0.026662,-0.2,0.833333,275.7937,463.3199,306.7496,38.3437,23.415,0.616431,2,8.0,13.100535,-59.3281|-241.0255|-306.7496|127.4618,-102.3918|-623.1830|-60.5455|186.9098,-604.0180|-425.9710|-362.0815|126.5607,528.4255|326.0775|-497.6218|68.9150
MICROCHIP_SQUARE,MICROCHIP,prev_bucket,4,0.368134,0.2,0.666667,436.2188,652.9929,736.7014,61.3918,35.8646,0.573874,1,12.0,20.541199,736.7014|443.4437|-89.7867|56.1815,1283.7335|126.6843|253.9443|226.4230,1038.9430|839.8095|480.6325|145.6382,-112.5722|363.8372|-1003.9367|-203.5168
MICROCHIP_TRIANGLE,MICROCHIP,prev_bucket,4,-0.171874,-0.066667,0.666667,188.7466,251.7313,288.5744,32.0638,19.9586,0.578944,1,9.0,14.458638,-128.2540|-133.1132|56.7542|-288.5744,163.1937|24.3032|-48.6640|-168.2403,-119.4030|-190.5387|403.9430|-498.4497,-428.5528|-233.1043|-185.0163|-199.0333
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,prev_bucket,4,0.343411,0.066667,0.75,272.479,353.3679,327.8499,27.3208,30.3255,0.503228,1,12.0,10.811016,-267.3833|235.5803|327.8499|32.8923,-600.4167|-76.2420|292.6915|23.9225,-423.5428|101.8333|39.3645|235.7195,221.8095|681.1498|651.4937|-160.9650
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,prev_bucket,4,0.643123,0.6,0.75,216.6488,362.3181,363.0758,30.2563,33.2046,0.596324,2,12.0,10.934507,188.3633|-363.0758|-142.2407|-19.0187,-320.5445|-608.8570|-238.5935|-321.2720,494.5010|-96.3530|-79.4550|219.6340,391.1335|-384.0175|-108.6735|44.5820
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,prev_bucket,4,-0.317471,-0.333333,0.75,321.1231,492.2584,394.2039,26.2803,32.8723,0.568293,1,15.0,11.991996,383.5297|394.2039|119.4416|337.5832,925.8020|693.6638|-214.0630|305.4117,-265.6712|-193.1400|393.4945|202.7330,490.4585|682.0880|178.8932|504.6050
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,prev_bucket,4,-0.272581,-0.2,0.75,286.5128,517.6577,384.3882,29.5683,38.913,0.348881,1,13.0,9.878141,-142.7385|-91.0728|384.3882|-0.8365,-193.5965|-116.1718|152.0813|321.7953,331.8827|-102.7675|-100.6898|-221.8515,-566.5018|-54.2792|1101.7732|-102.4532
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,prev_bucket,4,-0.268719,-0.133333,0.583333,289.3343,445.4418,234.6354,18.0489,23.2549,0.332848,0,13.0,10.089701,-200.0754|-149.3613|-234.6354|-8.0705,11.4360|-174.1618|363.4778|-13.3123,-691.5720|-340.3173|-704.9320|-245.7865,79.9098|66.3950|-362.4520|234.8872
PANEL_1X2,PANEL,prev_bucket,4,0.702559,0.666667,0.666667,226.8282,371.4545,268.2013,22.3501,29.6631,0.797813,1,12.0,9.041581,144.7119|-183.8609|268.2013|19.6017,-144.9903|-707.2028|184.0425|-322.4295,164.6803|38.4062|284.3908|229.0627,414.4457|117.2138|336.1707|152.1718
PANEL_1X4,PANEL,prev_bucket,4,0.342577,0.2,0.833333,299.3983,654.8528,416.2017,52.0252,44.0092,0.539309,3,8.0,9.457153,-182.2794|-244.0052|-160.3788|416.2017,-138.8705|-40.4528|256.5010|771.7320,-267.9845|-566.5940|-1084.9938|243.8307,-139.9832|-124.9688|347.3565|233.0422
PANEL_2X2,PANEL,prev_bucket,4,-0.38942,-0.333333,0.416667,273.3348,653.0518,212.2421,23.5825,22.1545,0.187507,0,9.0,9.580099,51.3247|117.5124|-3.8097|-212.2421,-45.6030|218.4265|-155.1410|174.3547,328.9710|201.3510|39.7148|-1131.9165,-129.3938|-67.2403|103.9970|320.8355
PANEL_2X4,PANEL,prev_bucket,4,0.101058,0.466667,0.916667,191.1306,237.5359,324.8232,32.4823,28.8068,0.54488,3,10.0,11.275924,271.3517|294.9472|324.8232|-49.3689,139.7320|156.5950|596.1372|130.5545,69.5010|538.4490|111.9048|-241.9077,604.8220|189.7975|266.4278|-36.7535
PANEL_4X4,PANEL,prev_bucket,4,0.48922,0.2,0.75,238.623,292.3259,350.0661,38.8962,35.1663,0.58295,1,9.0,9.954581,-145.1036|-350.0661|22.5335|229.2294,24.8825|-400.7285|316.8835|-15.3260,-93.0152|-48.9618|126.7550|605.3455,-367.1780|-600.5080|-376.0380|97.6688
PEBBLES_L,PEBBLES,prev_bucket,4,-0.183365,-0.333333,0.666667,405.6112,749.1061,473.4228,36.4171,31.5096,0.452043,0,13.0,15.024692,21.8486|-207.3608|-473.4228|156.4809,-70.0215|83.1310|-1047.2963|555.8188,18.0517|-518.6472|584.7090|535.7447,117.5155|-186.5660|-957.6810|-622.1208
PEBBLES_M,PEBBLES,prev_bucket,4,-0.07072,0.066667,0.666667,365.0302,742.1399,342.2931,26.3302,22.6194,0.709712,1,13.0,15.132741,213.2872|342.2931|-150.6059|186.6824,277.4733|159.4083|-535.3863|-150.7725,1088.4250|385.1723|81.4245|595.3165,-726.0365|482.2987|2.1440|115.5032
PEBBLES_S,PEBBLES,prev_bucket,4,-0.489412,-0.466667,0.666667,346.7064,457.8849,290.2794,24.19,19.3267,0.564286,0,12.0,15.019625,-174.7283|-189.6165|-128.2648|-290.2794,-783.7410|256.8408|-214.0443|-449.9475,320.3445|-400.5135|324.8818|-514.4193,-60.7885|-425.1768|-495.6318|93.5285
PEBBLES_XL,PEBBLES,prev_bucket,4,-0.005328,0.333333,0.666667,749.4019,1174.1923,1109.5495,65.2676,36.6035,0.542246,0,17.0,30.312633,529.2766|523.2786|1109.5495|-98.3845,1110.5590|-61.5983|2046.2103|542.5540,-675.2690|1061.3345|-546.2535|-710.2582,1152.5397|570.0995|1828.6917|-127.4493
PEBBLES_XS,PEBBLES,prev_bucket,4,0.219226,0.6,0.916667,166.0227,425.2162,589.6738,65.5193,39.1763,0.784585,3,9.0,15.051811,-589.6738|-468.7383|-357.1652|45.5163,-534.1545|-438.0870|-249.3150|-497.6425,-751.5740|-527.3623|-444.7337|93.6072,-483.2930|-440.7655|-377.4468|540.5842
ROBOT_DISHES,ROBOT,prev_bucket,4,-0.135617,0.066667,0.75,209.3478,297.4846,282.9558,40.4223,18.008,0.68204,1,7.0,15.712819,-3.1492|89.4823|4.0624|282.9558,-260.0202|154.3063|195.0005|414.8665,-54.0172|245.5755|-416.0643|79.4027,304.5897|-131.4350|233.2510|354.5980
ROBOT_IRONING,ROBOT,prev_bucket,4,-0.231976,-0.333333,0.75,316.5556,397.4367,296.5854,49.4309,28.7085,0.364982,1,6.0,10.330918,-183.8367|-274.2155|-296.5854|14.6153,-676.1437|-363.5330|154.3705|460.9130,-111.8930|-100.1298|-812.6025|-444.2105,236.5267|-358.9837|-231.5242|27.1435
ROBOT_LAUNDRY,ROBOT,prev_bucket,4,-0.314862,-0.4,0.583333,194.6295,327.551,164.3282,23.4755,16.7588,0.369549,0,7.0,9.805469,-39.3743|118.0281|-39.3817|-164.3282,53.9622|536.6155|-234.8568|-200.2530,-78.9935|-263.0880|84.2553|-444.6728,-93.0918|80.5567|32.4562|151.9410
ROBOT_MOPPING,ROBOT,prev_bucket,4,0.037718,0.066667,0.666667,360.4732,628.8361,431.9943,53.9993,38.7991,0.39922,0,8.0,11.13412,150.6049|226.3438|431.9943|-207.2620,177.3270|-171.3215|632.4692|-581.3723,340.7840|618.6672|1082.0965|207.3438,-66.2963|231.6858|-418.5827|-247.7575
ROBOT_VACUUMING,ROBOT,prev_bucket,4,-0.09968,-0.066667,0.75,137.3025,233.0163,136.3452,19.4779,14.7819,0.299922,1,7.0,9.223777,-136.3452|-9.1698|-128.0219|-41.8250,54.2260|281.7817|-102.3547|-101.6940,-454.6025|-288.6430|-186.6128|-40.0030,-8.6590|-20.6483|-95.0982|16.2220
SLEEP_POD_COTTON,SLEEP_POD,prev_bucket,4,0.12253,0.2,0.666667,321.4146,460.2296,254.6625,25.4663,21.86,0.332559,0,10.0,11.649723,161.5157|178.4500|116.3615|-254.6625,177.0542|332.3927|473.0272|-136.5225,-43.6707|424.6558|409.5253|138.3020,351.1635|-221.6985|-533.4680|-765.7670
SLEEP_POD_LAMB_WOOL,SLEEP_POD,prev_bucket,4,0.095778,0.066667,0.916667,272.1297,552.1988,322.4222,32.2422,30.1036,0.425211,3,10.0,10.710418,322.4222|80.9437|-236.8566|165.2693,758.2635|-697.0483|-393.3207|131.3392,80.8563|411.3595|-197.0122|316.8967,128.1467|528.5200|-120.2368|47.5720
SLEEP_POD_NYLON,SLEEP_POD,prev_bucket,4,-0.338063,-0.133333,0.583333,217.4091,356.6163,114.8392,12.7599,11.9454,0.189092,0,9.0,9.613675,92.0165|106.0749|114.8392|-18.4933,-199.8410|-106.0643|-225.5260|-121.6385,311.7702|400.4320|-37.2770|82.1863,164.1202|23.8570|607.3205|-16.0278
SLEEP_POD_POLYESTER,SLEEP_POD,prev_bucket,4,-0.18361,-0.2,0.75,253.1696,509.1088,245.39,22.3082,20.6857,0.3268,1,11.0,11.862789,204.5079|-48.1111|186.6403|245.3900,327.1818|58.9880|608.4212|436.6465,201.0910|-69.7717|132.9493|750.8885,85.2510|-133.5495|-181.4497|-451.3650
SLEEP_POD_SUEDE,SLEEP_POD,prev_bucket,4,-0.216433,-0.2,0.666667,346.737,379.5252,386.7665,38.6767,33.9414,0.418894,1,10.0,11.395115,13.8612|132.7725|-36.2378|386.7665,-164.6302|-256.9183|387.1905|923.3050,540.2280|310.6413|-19.0487|106.0932,-334.0143|344.5945|-476.8553|130.9013
SNACKPACK_CHOCOLATE,SNACKPACK,prev_bucket,4,-0.073422,0.066667,0.583333,129.6687,216.1979,181.5261,10.678,27.6065,0.515883,1,17.0,6.575484,-52.7219|-7.8333|-181.5261|103.4643,1.9303|162.5790|-316.2348|165.5513,11.2332|54.7852|-351.8743|96.0975,-171.3293|-240.8642|123.5307|48.7443
SNACKPACK_PISTACHIO,SNACKPACK,prev_bucket,4,-0.266087,-0.2,0.75,76.3693,114.5552,110.7292,6.9206,21.1421,0.823532,1,16.0,5.23737,-22.2150|-110.7292|-25.6679|-77.7537,-132.1068|-117.4465|58.8140|-28.1065,-17.0790|-134.4565|-134.1732|30.9730,82.5408|-80.2845|-1.6445|-236.1277
SNACKPACK_RASPBERRY,SNACKPACK,prev_bucket,4,0.10834,-0.066667,0.833333,94.9582,160.8675,124.475,7.3221,15.3833,0.614011,2,17.0,8.091588,-124.4750|122.9078|-26.3523|97.6194,-43.9382|-99.4870|-51.5220|88.1290,-126.7625|275.6137|-9.3763|-63.9558,-202.7243|192.5967|-18.1588|268.6850
SNACKPACK_STRAWBERRY,SNACKPACK,prev_bucket,4,0.694729,0.6,0.75,95.9371,158.5085,251.9292,13.9961,30.9769,0.873125,2,18.0,8.132807,251.9292|-85.8433|97.2031|-32.4032,246.1865|93.3710|162.4560|75.7780,221.0637|-272.0593|47.8147|83.5357,288.5375|-78.8418|81.3385|-256.5233
SNACKPACK_VANILLA,SNACKPACK,prev_bucket,4,-0.019801,0.066667,0.666667,133.626,199.8876,236.2106,13.8947,36.2682,0.569478,1,17.0,6.512891,19.9742|-3.1488|236.2106|-110.0357,-43.6925|-201.0828|414.7845|-216.6040,-15.3112|-47.7993|336.7027|-93.4785,118.9262|239.4355|-42.8555|-20.0245
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,prev_bucket,4,-0.138485,-0.2,0.583333,203.5271,271.7693,248.1216,31.0152,26.2884,0.42305,1,8.0,9.438451,-248.1216|-59.2615|-12.6723|-169.4041,-47.0265|33.2335|76.2752|-373.7940,-586.5060|-349.6692|24.8197|214.6710,-110.8323|138.6513|-139.1120|-349.0892
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,prev_bucket,4,-0.15473,0.066667,0.416667,260.6013,302.3863,170.7145,18.9683,17.3214,0.411675,0,9.0,9.855715,-146.5017|-170.7145|50.9717|108.2032,-534.2853|73.4950|478.5568|471.9323,0.9567|-414.6823|-168.6980|-1.2235,93.8235|-170.9563|-156.9435|-146.0993
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,prev_bucket,4,-0.371057,-0.133333,0.666667,271.3063,474.7845,161.6922,17.9658,15.972,0.313008,1,9.0,10.123448,-161.6922|-108.2414|-86.9438|26.6809,-78.3697|-23.9153|-51.5322|-424.9062,109.8688|161.5050|-3.3258|682.8025,-516.5755|-462.3140|-205.9733|-177.8535
TRANSLATOR_SPACE_GRAY,TRANSLATOR,prev_bucket,4,-0.167896,-0.333333,0.666667,257.3117,310.4646,178.9034,19.8782,18.9944,0.300699,0,9.0,9.418754,-178.9034|-37.3111|-153.0880|100.6252,-87.9595|-421.5632|-191.8328|262.5515,146.2075|338.7855|200.5182|107.6515,-594.9583|-29.1555|-467.9495|-68.3273
TRANSLATOR_VOID_BLUE,TRANSLATOR,prev_bucket,4,-0.323255,-0.333333,0.5,292.3615,420.4667,224.0208,22.4021,20.699,0.418277,0,10.0,10.822759,15.3645|103.8087|224.0208|-81.6958,-109.4718|-35.7470|535.5805|444.0147,-218.3525|-26.5285|318.8910|-585.1955,373.9178|373.7018|-182.4092|-103.9065
UV_VISOR_AMBER,UV_VISOR,prev_bucket,4,-0.039155,-0.133333,0.916667,130.0907,223.418,252.8436,25.2844,31.7848,0.607823,3,10.0,7.95487,-252.8436|-109.4836|-178.2685|-28.9600,-415.9820|-126.9728|-396.1805|-114.3620,-243.7305|-97.3312|-53.4993|-249.7040,-98.8183|-104.1467|-85.1257|277.1860
UV_VISOR_MAGENTA,UV_VISOR,prev_bucket,4,-0.308274,-0.333333,0.5,308.5793,438.2818,284.997,20.3569,25.4656,0.346371,0,14.0,11.191436,44.0339|-12.9888|284.9970|66.3398,-192.6440|55.9615|822.8088|12.4992,-114.2900|286.1397|282.9343|-194.7065,439.0358|-381.0675|-250.7520|381.2267
UV_VISOR_ORANGE,UV_VISOR,prev_bucket,4,-0.17188,-0.2,0.666667,304.887,494.7912,334.5058,25.7312,31.9965,0.333552,0,13.0,10.454438,295.9357|28.2233|-246.1824|-334.5058,-41.5183|-351.5745|51.8505|179.1250,441.1492|243.2107|-453.3963|-179.7815,488.1762|193.0337|-337.0015|-1002.8610
UV_VISOR_RED,UV_VISOR,prev_bucket,4,-0.291939,-0.2,0.833333,211.9262,410.9763,238.4507,17.0322,21.6442,0.595174,2,14.0,11.016838,238.4507|77.8856|-233.2384|177.9796,400.6405|80.3508|-455.1880|71.1538,231.5962|76.9068|-587.4583|593.6225,83.1155|76.3992|342.9310|-130.8375
UV_VISOR_YELLOW,UV_VISOR,prev_bucket,4,-0.013192,0.2,0.666667,386.5682,518.2527,198.6722,14.1909,18.0635,0.293146,0,14.0,10.998565,-198.6722|-71.4842|167.2221|99.2673,291.9410|562.6070|751.5602|-28.9047,-210.2328|-124.2278|258.1855|285.0190,-677.7250|-652.8318|-508.0795|41.6878
